Hero_id,Bg_Line1,Bg_Line2,Bg_Line3,Bg_Line4,Bg_Line5,Bg_Line6,Bg_Line7,Bg_Line8,Bg_Line9,Bg_Line10,Bg_Line11,Bg_Line12,Bg_Line13,Bg_Line14,Bg_Line15,Bg_Line16,Bg_Line17,Bg_Line18,Bg_Line1_en,Bg_Line2_en,Bg_Line3_en,Bg_Line4_en,Bg_Line5_en,Bg_Line6_en,Bg_Line7_en,Bg_Line8_en,Bg_Line9_en,Bg_Line10_en,Bg_Line11_en,Bg_Line12_en
59,{封灵碑的灵力波动愈发强烈，整个大地似乎都在为之颤动。尤缇迦，这位时之祭司，自五百年前继承那份神秘魔力以来，便背负起了沉重的责任。},{她的心灵时常被天象的异动所扰，那些诡异的光芒和闪烁的星辰，仿佛在预示着她即将面临的重大变革。},{近些日子，尤缇迦更是难以入眠。她被那些噩梦所困扰，那些被大火吞噬的村庄、硝烟弥漫的废墟，仿佛都在她的脑海中不断重现。那些世界毫无生机，充满了死亡和绝望的气息，让她感到无比的压抑和恐惧。},{但即便如此，尤缇迦从未放弃过希望。她深知，神示上的预言并非空穴来风——“封印破，魔物当道，天命轮转，逆世人现，时局变。”这些话语如同一把利剑，时刻提醒着她肩上的重任。她知道，自己必须为那个命定之人的到来做好准备。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The spiritual power fluctuations of the Spirit Sealing Monument became increasingly intense, and it seemed as if the entire earth was trembling because of it. Utija, the Time Priestess, has shouldered a heavy responsibility ever since she inherited that mysterious magic power five hundred years ago.",Her heart is often troubled by the abnormal changes in the celestial phenomena. Those strange lights and twinkling stars seem to be foreshadowing the significant changes she is about to face.,"In recent days, Utija has found it even more difficult to fall asleep. She is haunted by those nightmares. The villages devoured by the raging fire and the ruins filled with billowing smoke seem to keep reappearing in her mind. Those worlds are completely devoid of life, filled with the stench of death and despair, making her feel extremely depressed and terrified.","Even so, Utija has never given up hope. She is well aware that the prophecy in the divine revelation is not groundless — ""When the seal is broken, monsters will rule the world. The cycle of destiny will turn, and those who go against the common will appear, and the situation will change."" These words are like a sharp sword, constantly reminding her of the heavy responsibility on her shoulders. She knows that she must be prepared for the arrival of the destined one.",,,,,,,,
60,{古书上记载，千百年前有有这么一个种族，他们笃信自己离世后的灵魂将依附在肉身上，而灵魂将随着肉体的腐坏逐渐丧失，肉体的彻底毁灭则意味着灵魂的全部消亡。},"{所以，每当有同伴死去，他们就会用白色的绷带将其包裹，在巫师做法后将其封存于棺柩内。
木箱里传来窸窸窣窣的动静，奥尔露恩轻轻戳了一下，里面的响动更大了。}","{结界设置得非常巧妙，但所幸这种结界被记录在了禁书上，而奥尔露恩恰好研读过。
少女坐了起来，金色的瞳孔直愣愣地看着奥尔露恩，仿佛在审视什么。}","{“比我想象得更惊喜，你就是审判者帕特拉？”
“你，犯什么错了吗？”
奥尔露恩笑了笑：“我可是遵守秩序的良民，绝对秩序才会带来世界的绝对稳定，有兴趣加入“鸩”吗？”
少女张了张嘴，缓缓发出声音：“好。”}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"According to ancient books, thousands of years ago, there was such a race. They firmly believed that after their death, their souls would be attached to their physical bodies, and the souls would gradually be lost as the bodies decayed. The complete destruction of the body meant the total disappearance of the soul.","Therefore, whenever a companion died, they would wrap the body in white bandages and seal it in a coffin after the shaman performed rituals.
A rustling sound came from the wooden box. Orlun gently poked it, and the noise inside grew louder.","The enchantment barrier was set up very ingeniously. Fortunately, this kind of enchantment barrier was recorded in the forbidden book, and Orluen happened to have studied it.
The girl sat up, and her golden pupils stared straight at Orluen as if she were scrutinizing something.","""It's more of a pleasant surprise than I expected. Are you the Judge, Patra?""
""You, have you committed any mistakes?""
Olrun smiled and said, ""I'm a law-abiding citizen. Absolute order will bring absolute stability to the world. Are you interested in joining the 'Poisonous Vulture'?""
The girl opened her mouth and slowly said, ""Okay.""",,,,,,,,
61,{辛开始尝试在使命之外寻找答案。她独自漫步在荒野中，感受风的气息，聆听大地的低语。她发现，世界并非只有秩序与责任，还有无数细微的美好。},{她开始思考，自己的力量究竟能为世界带来什么。她不再将使命视为一种负担，而是将其视为一种探索。每一次施展魔法，她都会思考其中的意义；每一次完成任务，她都会反思自己的初衷。},{她逐渐明白，真正的强大并非仅仅是为了维持秩序，而是为了在秩序中找到属于自己的位置。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shin began to seek answers beyond her mission. She wandered alone in the wilderness, feeling the breath of the wind and listening to the whispers of the earth. She discovered that the world is not just about order and duty, but also countless subtle beauties.","She began to ponder what her power could truly bring to the world. She no longer saw her mission as a burden, but rather as an exploration. Every time she cast a spell, she contemplated its meaning; every time she completed a task, she reflected on her original intentions.","She gradually came to understand that true strength is not merely about maintaining order, but about finding her own place within that order.",,,,,,,,,
62,{克丽奥娜开始期待海芙约特的下一次挑战，甚至偶尔会主动指点海芙约特几招。尽管克丽奥娜依旧保持着冷淡的外表，但她的内心却逐渐被海芙约特的热情所感染。},{克丽奥娜明白，自己的力量与地位让她注定孤独，但海芙约特的存在让她感受到了一种久违的温暖。},{克丽奥娜开始思考，或许漫长的生命并非只有无聊与冷漠，还有像海芙约特这样的光芒，能够照亮她的世界。尽管她从未说出口，但她的心中已悄然将海芙约特视为一种特别的存在。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cliodna began to look forward to Herfjotur's next challenge, and even occasionally took the initiative to give Herfjotur a few pointers. Although Cliodna still maintained her cold exterior, her heart was gradually warmed by Herfjotur's enthusiasm.","Cliodna understood that her power and status destined her to be lonely, but Herfjotur's presence brought her a long-lost sense of warmth.","Cliodna began to ponder that perhaps a long life was not just filled with boredom and indifference. There were also lights like Herfjotur, capable of illuminating her world. Although she never voiced it, her heart had quietly come to regard Herfjotur as a special presence.",,,,,,,,,
63,"{德莉法站在魔法学院的露台上，感受着风在指尖流动。妹妹抱着一本厚重的魔法书跑来，金色的发丝在阳光下闪耀。""姐姐，我找到了让花朵永不凋谢的魔法！""她兴奋地说。}",{德莉法握住妹妹的手，引导她感受魔力。她们一起念出咒语，野花的花瓣泛起微光，变得更加鲜艳。妹妹惊喜地叫出声，笑容灿烂。},{看着妹妹的笑脸，德莉法心中温暖。她变强的理由从来都不是为了征服，而是为了守护这一刻的纯真与快乐。风继续吹拂，带着淡淡的花香，德莉法想，这就是她想要的幸福。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Derifa stood on the balcony of the magic academy, feeling the wind flow through her fingertips. Her younger sister came running, holding a thick magic book, her golden hair shimmering in the sunlight. ""Sister, I found a spell to make flowers never wither!"" she exclaimed excitedly.","Derifa held her sister's hand, guiding her to feel the magic. Together, they chanted the spell, and the petals of the wildflowers glowed faintly, becoming more vibrant. Her sister let out a cry of delight, her smile radiant.","Looking at her sister's smiling face, Derifa felt warmth in her heart. The reason she sought to become stronger was never to conquer, but to protect this moment of innocence and joy. The wind continued to blow, carrying a faint scent of flowers, and Derifa thought, this was the happiness she had always wanted.",,,,,,,,,
64,"{忒菲丝站在乌米伽最奢华的舞厅中央，水晶吊灯的光芒洒在她鲜红的长裙上。乐声响起，她轻轻闭上眼睛，任由身体随着记忆中的韵律舞动。
她能感觉到台下炙热的目光，那些王公贵族们渴望的眼神。她的舞步渐渐加快，裙摆飞扬，仿佛一朵绽放的玫瑰。空气中开始泛起淡淡的光晕，那是她编织的幻境正在成形。}",{突然，她在旋转中瞥见一个身影——一个身着铁甲的高大男子站在角落，冷峻的面容上没有一丝波动。忒菲丝的心猛地一跳，舞步险些乱了节奏。她从未见过有人能在她的幻境中保持清醒。},{舞曲结束，忒菲丝微微喘息着行礼。当她再次抬头时，铁甲将军已经消失不见，只在原地留下一片闪着微光的铁屑。她蹲下身，指尖轻轻触碰那些铁屑，一股熟悉的寒意顺着指尖蔓延。},{或许，这就是她寻找已久的线索。忒菲丝握紧手中的铁屑，决定追寻那个神秘的身影。无论前方有什么在等待，她都要找回失去的记忆，即使那可能是一个她不愿面对的真相。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thefis stood in the center of the most luxurious ballroom in Umiga, the light from the crystal chandelier spilling over her crimson gown. As the music began, she gently closed her eyes, letting her body move to the rhythm of her memories.
She could feel the intense gazes from the audience, the longing looks of the nobles and royals. Her steps gradually quickened, her skirt swirling like a blooming rose. A faint glow began to shimmer in the air, the illusions she wove taking shape.","Suddenly, during a spin, she caught sight of a figure—a tall man clad in iron armor standing in the corner, his stern face showing no emotion. Thefis's heart skipped a beat, and her steps nearly faltered. She had never seen anyone remain unaffected in her illusions.","As the dance ended, Thefis bowed slightly, catching her breath. When she looked up again, Crocodile had vanished, leaving only a scattering of faintly glowing iron dust in his place. She crouched down, her fingertips lightly brushing the dust, a familiar chill spreading through her fingers.","Perhaps, this was the clue she had been searching for all along. Thefis clenched the iron dust in her hand, determined to pursue that mysterious figure. No matter what lay ahead, she was resolved to reclaim her lost memories, even if it meant facing a truth she might not want to confront.",,,,,,,,
65,{厄洛丝独自站在空荡的练习室，月光洒在她身上。她轻轻哼唱，指尖泛起微光，光点在空中舞动。这是她真正的力量，与甜美外表截然不同的力量。},"{""所有人都爱着这个虚假的我，""她对着镜子低语。镜中的少女有着完美的笑容，但眼神深处藏着孤独。她伸手触碰镜面，光芒流转。}",{厄洛丝转身离开，留下一室寂静。她知道，明天的太阳升起时，她又会是那个人人喜爱的完美偶像。只有这深夜的月光，才照见真实的自己。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eros stood alone in the empty practice room, moonlight spilling over her. She hummed softly, her fingertips glowing faintly as points of light danced in the air. This was her true power, a force starkly different from her sweet exterior.","""Everyone loves this false version of me,"" she whispered to the mirror. The girl in the reflection wore a perfect smile, but deep in her eyes lay loneliness. She reached out to touch the mirror, light swirling around her fingertips.","Eros turned and left, leaving behind a room filled with silence. She knew that when the sun rose tomorrow, she would once again be the perfect idol beloved by everyone. Only the moonlight of this deep night could reveal her true self.",,,,,,,,,
66,{斯莉德在月光下的森林中穿行，银发在夜风中轻扬。一阵啜泣声引起了她的注意，她发现一个受伤的小精灵蜷缩在树根旁，翅膀破碎，浑身是血。},"{小精灵惊恐地看着她：""别过来！""斯莉德沉默片刻，取出一瓶药剂递过去：""喝了它，能止痛。""小精灵犹豫着接过，喝下后脸色好了许多。}","{""为什么帮我？""小精灵怯生生地问。斯莉德没有回答，只是站起身准备离开。她也不知道为什么，或许是小精灵眼中的恐惧触动了她。}","{""谢谢你。""小精灵的声音从身后传来。斯莉德脚步一顿，月光下，她的嘴角微微上扬。这一刻，她似乎找到了比战斗更有意义的事。}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Slider walked through the moonlit forest, her silver hair fluttering in the night breeze. A faint sob caught her attention, and she discovered an injured little elf curled up by the roots of a tree, its wings shattered and body covered in blood.","The little elf looked at her in fear: ""Stay away!"" Slider paused for a moment, then took out a potion and handed it over: ""Drink this, it will ease the pain."" The little elf hesitated but took it, and after drinking, its complexion improved significantly.","""Why are you helping me?"" the little elf asked timidly. Slider didn't answer, simply standing up to leave. She didn't know why either—perhaps it was the fear in the little elf's eyes that had moved her.","""Thank you,"" the little elf's voice came from behind. Slider paused her steps, and under the moonlight, the corners of her lips lifted slightly. In that moment, it seemed she had found something more meaningful than battle.",,,,,,,,
67,"{“缪西卡大人来了，我们走吧。”
人类总像躲瘟疫般躲着缪西卡，即使她是四大圣女之一。
鸢尾花开了，风中飘来阵阵淡雅的清香，缪西卡独自坐在从树枝上垂下的秋千上，一边享受着月光，一边数着萤火虫。}","{“146、147、148——”
“缪西卡大人，尤缇迦大人说你可能在这儿，我就过来了。”
“149、150——”
没有得到回应的克罗洛丝声音越来越小：“我……我今天跟尤缇迦大人学习了新的时间魔法，她说……她说可以多找你玩的。”}","{克罗洛丝紧张得攥紧了拳头，见缪西卡没有反应便弯腰摘下一朵鸢尾。
“喏，你摸摸它试试。”
缪西卡有些犹豫，她今天没有戴手套。
“一下，就一下好吗？”
缪西卡试探着碰了碰，不出所料，鸢尾在瞬间枯萎，克罗洛丝微笑着将鸢尾捧于掌心然后默念咒语，花朵渐渐恢复到之前盛放的样子，虽然只维持了短短5分钟。}","{“对…对不起，我现在的力量还不够，等我以后厉害了，它一定还可以开好久好久。”
缪西卡面无表情地看着漫空飞舞的萤火虫，将双手背在身后，说道：“那就拜托你了。”}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Lady Mousika is here. Let's go.""
Humans always avoid Mousika as if she were a plague, even though she is one of the Four Holy Maidens.
The irises are in bloom, and a faint, delicate fragrance drifts in the wind. Mousika is sitting alone on a swing hanging from a tree branch, enjoying the moonlight while counting the fireflies.","""146, 147, 148—""
""Lady Mousika, Lady Utija said you might be here, so I came over.""
""149, 150—""
Without getting a response, Crolos's voice became softer and softer. ""I... I learned a new time magic from Lady Utija today. She said... she said I could come and play with you more often.""","Crolos clenched her fists nervously, and seeing that Mousika didn't react, she bent down to pick an iris.
""Here, try touching it.""
Mousika hesitated; she wasn't wearing gloves today.
""Just once, okay?""
Mousika tentatively touched it, and as expected, the iris withered instantly. Crolos smiled, cradled the iris in her palm, and silently chanted a spell. The flower gradually returned to its previous blooming state, though it only lasted for a brief five minutes.","""I'm... I'm sorry, my strength isn't enough right now. When I become stronger in the future, it will definitely last much, much longer.""
Mousika looked expressionlessly at the fireflies dancing in the sky, her hands behind her back, and said, ""Then I'll count on you.""",,,,,,,,
68,{罗兰的内心深处，始终怀揣着一个愿望——希望有一天，世界不再需要圣骑士团的守护，人们能够和平共处，魔物的威胁也能彻底消失。},{尽管罗兰知道这个愿望或许遥不可及，但她从未放弃过努力。每一次挥剑，每一次决策，都是为了离这个目标更近一步。},{而在那些独处的时刻，当她站在城墙之上，眺望远方的地平线时，她的心中总会涌起一股莫名的力量。那是信念的力量，也是希望的力量。},{她知道，无论前路多么艰难，她都会继续前行，因为她不仅是圣骑士团的灵魂，更是无数人心中的光。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deep in Roland's heart, she always held onto a wish—that one day, the world would no longer need the protection of the Holy Knights, people could coexist peacefully, and the threat of monsters would vanish completely.","Although Roland knew this wish might be far out of reach, she never gave up striving. Every swing of her sword, every decision she made, was a step closer to that goal.","In those moments of solitude, when she stood atop the city walls, gazing at the distant horizon, a strange power would always surge within her heart. It was the power of faith, and the power of hope.","She knew that no matter how difficult the road ahead might be, she would continue to move forward, for she was not only the soul of the Holy Knights but also the light in the hearts of countless people.",,,,,,,,
69,{夜色如墨，古里拉河的流水声在寂静中格外清晰。须佐真希独自走在河畔，手中的妖刀“彼岸”在月光下泛着冷冽的光。她的心并不平静，脑海中不断浮现出家族的宿命与责任。},{为了寻找答案，她决定前往古里拉河上游的废弃神社，那里曾是须佐一族供奉先祖的地方，或许藏着她必须面对的真相。},{穿过密林，神社的轮廓渐渐显现。破败的鸟居和布满青苔的石阶诉说着岁月的沧桑。她推开腐朽的木门，目光落在中央的石碑上。刻着的秘文写道：“彼岸觉醒之日，须佐血脉将迎来终结。”她握紧刀柄，心中寒意骤起，意识到自己肩负着无法逃避的命运。},{站在神社中，须佐真希深吸一口气，知道自己已无退路。无论前方是毁灭还是新生，她都必须走下去。夜色深沉，古里拉河的流水声依旧潺潺，仿佛在诉说着无声的哀伤。她的身影渐渐消失在夜色中，只留下一片寂静与谜团。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The night was as dark as ink, and the sound of the Kurila River's flowing water was particularly clear in the silence. SusaMaki walked alone by the riverside, the demon sword ""Higan"" in her hand gleaming coldly under the moonlight. Her heart was anything but calm, as the weight of her family's destiny and responsibilities constantly surfaced in her mind.","In search of answers, she decided to head to the abandoned shrine upstream of the Kurila River. It was once a place where the Susa clan honored their ancestors, and perhaps it held the truth she needed to face.","As she passed through the dense forest, the outline of the shrine gradually came into view. The dilapidated torii gate and moss-covered stone steps spoke of the passage of time. She pushed open the rotting wooden door, her gaze falling on the central stone monument. The cryptic inscription read: ""On the day Higan awakens, the bloodline of Susa shall meet its end."" She gripped the hilt of her sword, a chill running through her heart as she realized she bore an inescapable destiny.","Standing in the shrine, SusaMaki took a deep breath, knowing there was no turning back. Whether ahead lay destruction or rebirth, she had to press on. The night was deep, and the sound of the Kurila River's flowing water continued to murmur, as if whispering silent sorrow. Her figure gradually faded into the night, leaving behind only silence and mystery.",,,,,,,,
70,"{夕阳西下，克图格亚站在教堂的彩绘玻璃窗前，金色的长发在余晖中闪耀。她轻轻抚摸着胸前的蓝色宝石，眼神中闪过一丝不易察觉的锐利。
""圣女大人，""修女轻声提醒，""该准备晚祷了。""}","{克图格亚转过身，露出温和的微笑：""好的，我这就来。""她优雅地整理了一下长裙的褶皱，缓步走向礼拜堂。每一步都恰到好处，完美得仿佛经过精心计算。
晚祷结束后，克图格亚独自来到教堂的地下室。她点燃一支蜡烛，脱下华丽的长裙，换上的黑色劲装。}","{""真是讽刺，""她轻声自语，""那些虔诚的信徒们，可曾想过他们崇拜的圣女，每晚都会在这里练习格斗技巧？""}",{蜡烛燃尽，克图格亚重新换上圣女的装束。走出地下室时，她又变回了那个温柔可亲的圣女，仿佛刚才的一切都只是幻觉。但只有她自己知道，这份伪装下藏着怎样真实的自己。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As the sun set, Cthugha stood before the stained glass window of the church, her golden hair shimmering in the fading light. She gently touched the blue gemstone on her chest, a sharp glint flashing in her eyes, almost imperceptible.
""Saintess,"" the nun softly reminded, ""it's time to prepare for evening prayers.""","Cthugha turned around, offering a gentle smile. ""Alright, I'll be right there."" She gracefully smoothed the folds of her long dress and walked slowly toward the chapel. Every step was precise, as if perfectly calculated.
After the evening prayers, Cthugha went alone to the church's basement. She lit a candle, removed her elegant dress, and changed into a sleek black outfit.","""How ironic,"" she murmured to herself. ""Have those devout believers ever imagined that the saintess they worship practices combat skills here every night?""","As the candle burned out, Cthugha changed back into her saintess attire. When she stepped out of the basement, she had once again become the gentle and kind saintess, as if everything that had just happened was an illusion. But only she knew the true self hidden beneath this disguise.",,,,,,,,
71,"{荒的离去并没有让兽人族的议论平息，反而让她的传说更加神秘。族人们开始将她的出现与族中的重大事件联系在一起，试图从中找到某种规律。
然而，荒的行踪始终如风般难以捉摸，她的每一次出现都像是命运的刻意安排，却又毫无预兆。}",{几年后，兽人族遭遇了一场前所未有的灾难——一种诡异的瘟疫在族中蔓延，族长和众多族人倒下。族内陷入绝望之际，荒的身影再次现身于村口。她挥动九条尾巴，洒下一片柔和的光芒。那些被瘟疫折磨的族人在这光芒中逐渐恢复了健康，而荒的身影也再次悄然消失。},{这一次，族人们对荒的敬畏达到了顶点。他们开始为她修建祭坛，每年举行仪式，祈求她的庇佑。},{然而，荒从未在仪式上现身，她的存在更像是一种象征，一种超越现实的力量。而她所追寻的秘密，或许只有时间才能揭晓。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Susabi's departure did not quell the discussions among the beastmen; instead, it made her legend even more mysterious. The clan members began to link her appearances with significant events in the tribe, trying to find some pattern.
However, Susabi's whereabouts remained as elusive as the wind. Each of her appearances seemed like a deliberate act of fate, yet they came without warning.","A few years later, the beastmen faced an unprecedented disaster—a strange plague spread through the tribe, causing the clan leader and many members to fall ill. As despair gripped the tribe, Susabi's figure once again appeared at the village entrance. She waved her nine tails, casting a gentle light. Those afflicted by the plague gradually recovered under this radiance, and Susabi's figure quietly vanished once more.","This time, the tribe's reverence for Susabi reached its peak. They began to build an altar in her honor, holding annual ceremonies to pray for her protection.","However, Susabi never appeared at the ceremonies. Her existence was more like a symbol, a force that transcended reality. And the secrets she sought might only be revealed by time.",,,,,,,,
72,{拉法叶站在圣骑士团的疗愈大厅中，手中的羽毛散发着柔和的光芒。她轻轻一挥，骑士的伤口便迅速愈合，连疤痕都没有留下。这是她成为第六骑士后的日常，用羽毛的力量治愈了许多人。然而，她的心中始终有一个缺口——那片森林，还有那个总是睡眼惺忪的巴斯特。},{夜晚，拉法叶独自坐在花园中，握着羽毛发呆。克丽奥娜长老在她临走前说的话在心中回荡：“治愈不仅仅是修复伤口，还包括治愈人心。如果感到迷茫，就回来看看。”拉法叶愣住了，心中涌起一股强烈的渴望。},{一切结束后，拉法叶回到了森林。她走近小木屋，看到巴斯特依旧懒洋洋地趴在门口，眼睛半睁半闭。“你回来了啊。”巴斯特的声音懒洋洋的，仿佛拉法叶从未离开过。拉法叶笑了，点上一支木香，坐在她身边。},{月光洒在小木屋上，拉法叶轻声讲起了故事。她知道，自己终于找到了真正的治愈——不仅是治愈他人，也是治愈自己。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lafayette stood in the healing hall of the Holy Knights, a soft glow emanating from the feather in her hand. With a gentle wave, the knight's wounds quickly healed, leaving no scars. This had become her daily routine since becoming the sixth knight, using the power of feathers to heal many. Yet, there was always a void in her heart—the forest, and the ever-sleepy Bast.","At night, Lafayette sat alone in the garden, holding the feather and lost in thought. Elder Cliodna's words before she left echoed in her heart: ""Healing is not just about mending wounds, but also about healing hearts. If you feel lost, come back and see."" Lafayette froze, a strong longing welling up inside her.","After everything was over, Lafayette returned to the forest. She approached the small cabin and saw Bast still lazily sprawled at the door, her eyes half-open. ""You're back,"" Bast said in a drowsy voice, as if Lafayette had never left. Lafayette smiled, lit a stick of incense, and sat down beside her.","Moonlight spilled over the small cabin as Lafayette softly began to tell a story. She knew she had finally found true healing—not just for others, but for herself as well.",,,,,,,,
73,{“传说她们生活在森林深处，是一种头上长着一只长角、有着美丽的白色毛发的精灵。其性格温和，举止优雅，就像天真无邪的少女一般……”},{贝拉拉看着一本精灵百科全书自言自语道，“唔，独角兽也很吸引人双角兽也很吸引人，怎么办呢……好纠结。算了！小孩子才做选择呢，我~全~都~要！”},{嘭~贝拉拉给自己的头上幻化了3个角并骄傲地挺了挺胸，说道：“这样我作为黑精灵的魅力就大大提升了吧！嘻嘻，我可真聪明呀。”},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""It is said that they live deep in the forest. They are a kind of elf with a long horn on their heads and beautiful white fur. They have gentle personalities and elegant manners, just like innocent girls...""","Bellara looked at an elf encyclopedia and muttered to herself, ""Hmm, unicorns are attractive, and bicorns are also attractive. What should I do... So conflicted. Forget it! Only kids make choices. I want them all!""","Boom~Bellara conjured up three horns on her head and proudly puffed out her chest, saying, ""In this way, my charm as a dark elf has been greatly enhanced, right! Hehe, I'm so clever.""",,,,,,,,,
74,{米娅站在兽人部落的瞭望塔上，黑色的羽翼在夕阳下泛着暗沉的光泽。她望着拉法叶远去的背影，指尖轻轻拂过自己的翅膀。这双无法治愈任何伤口的黑翼，却承载着她守护族人的决心。},{夜幕降临，米娅展开黑色的羽翼，在部落上空盘旋。她能感觉到空气中不安的躁动，封印的力量正在减弱，而迪布克组织的阴影也在悄然逼近。},"{""米娅姐姐！""一个小兽人跑过来，手里捧着一束野花，""送给你！""米娅蹲下身，温柔地接过花束。这一刻，她更加确信自己的选择——她要守护这些纯真的笑容，守护这片宁静的土地。}",{月光下，米娅的羽翼泛着淡淡的光晕。她知道，自己或许无法像拉法叶那样拯救更多的人，但至少，她要守护好眼前的一切。这是她的责任，也是她的信念。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mia stood on the watchtower of the beastmen tribe, her black wings shimmering with a dull luster under the setting sun. She watched Lafayette's retreating figure, her fingertips gently brushing over her wings. These black wings, unable to heal any wounds, carried her determination to protect her people.","As night fell, Mia spread her black wings and circled above the tribe. She could sense a restless unease in the air—the power of the seal was weakening, and the shadow of the Dibuk organization was quietly approaching.","""Sister Mia!"" A young beastman ran over, holding a bunch of wildflowers. ""This is for you!"" Mia crouched down and gently accepted the bouquet. At that moment, she became even more certain of her choice—she would protect these innocent smiles and this peaceful land.","Under the moonlight, Mia's wings shimmered with a faint glow. She knew she might not be able to save as many people as Lafayette, but at the very least, she would protect everything before her. This was her duty, and her belief.",,,,,,,,
75,{瓦妮莎站在雨中，黑色旗袍勾勒出优雅的身姿。雨滴滑落，却浇不灭她眼中的野心。她抬头望着迪布克组织的招牌，指尖凝聚着幽蓝色的魔力，如同她内心膨胀的欲望。},"{她迈着优雅的步伐走进大门，高跟鞋的声音在大厅回荡。组织成员们纷纷抬头，被这个突然出现的女子所震慑。""从今天起，迪布克组织将迎来新生。""她的声音清脆却威严。}",{瓦妮莎抬手，幽蓝色魔力在空中凝聚成巨大的兽爪，那是她内心野兽的具现化。成员们不由自主地低下头，臣服于这股强大的力量。},{雨停了，阳光照在焕然一新的总部。瓦妮莎站在窗前，看着街道上的人群。她知道，这座城市将因她而改变，而她将在这里书写属于自己的传奇。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vanessa stood in the rain, her black cheongsam outlining her elegant figure. The raindrops fell, but they couldn't extinguish the ambition in her eyes. She looked up at the sign of the Dibuk organization, dark blue magic gathering at her fingertips, like the growing desire within her heart.","She walked through the door with graceful steps, the sound of her high heels echoing through the hall. The members of the organization looked up, stunned by the sudden appearance of this woman. ""From today onward, the Dibuk organization will be reborn,"" her voice was clear yet commanding.","Vanessa raised her hand, and dark blue magic condensed in the air, forming a massive beastly claw—a manifestation of the beast within her heart. The members involuntarily lowered their heads, submitting to this overwhelming power.","The rain stopped, and sunlight shone on the revitalized headquarters. Vanessa stood by the window, watching the crowds on the street. She knew this city would change because of her, and here, she would write her own legend.",,,,,,,,
76,"{多年后，巴托里已成为狼族最强大的战士。她手持""风煞""，在月光下巡逻。突然，一阵熟悉的剑气传来，她的心跳陡然加快。}","{""好久不见，小家伙。""须佐真希的声音在身后响起。她依旧英姿飒爽，只是眼角多了几道细纹。巴托里激动地喊道：""须佐大人！""}","{须佐真希走近，轻轻拍了拍她的肩膀：""你长大了，也变强了。""她的目光落在""风煞""上，""看来它找到了真正的主人。""}",{月光下，两把刀交相辉映。刀光剑影中，巴托里感受到了久违的温暖。她知道，这次重逢不是终点，而是新的开始。},0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Years later, Batory had become the strongest warrior of the wolf clan. Patrolling under the moonlight with ""Wind Calamity"" in hand, she suddenly sensed a familiar sword aura - her heartbeat quickened instantly.","""Long time no see, little one."" SusaMaki's voice came from behind. She still looked heroic and vigorous, though with a few more fine lines at the corners of her eyes. Batory cried out excitedly, ""Lady Susa!""","SusaMaki stepped closer and gently patted her shoulder: ""You've grown up and become stronger."" Her gaze fell upon ""Wind Calamity"", ""It seems it has found its true master.""","Under the moonlight, the two blades gleamed in harmony. Amidst the flashing steel, Batory felt a warmth she hadn't known in years. She understood this reunion wasn't an ending, but a new beginning.",,,,,,,,
