plotId,chapter,bgnum,characterList,speaker,content,content_en
311,6,3,-1_90,90,{没问题。我们有各种经典调酒，也可以根据您的口味定制。您喜欢甜的还是烈一点的？},"No problem. We have various classic cocktails, and I can also create something custom based on your taste. Do you prefer sweet or stronger drinks?"
312,6,3,-1_90,-1,{中等就好，不要太甜，带点劲道。},"Something moderate. Not too sweet, with a bit of a kick."
313,6,3,-1_90,90,{那我推荐威士忌酸或金汤力。威士忌酸酸甜平衡，金汤力比较清爽。},"Then I'd recommend a Whiskey Sour or a Gin and Tonic. The Whiskey Sour has a balanced sweet and sour profile, while the Gin and Tonic is more refreshing."
314,6,3,-1_90,-1,{就来杯威士忌酸吧。},"I'll have a Whiskey Sour, please."
315,6,3,-1_90,90,{好的选择，我马上为您准备。},Excellent choice. I'll prepare it for you right away.
316,6,3,-1_90,0,{雅雅开始熟练地调制酒水，你趁机观察四周。餐厅里客人不多，但布置得很有格调，墙上挂着一些当地艺术品的复制品。},"Yaya began expertly mixing the drink, and you took the opportunity to observe your surroundings. The restaurant wasn't crowded, but it was tastefully decorated, with reproductions of local artwork hanging on the walls."
317,6,3,-1_90,-1,{你当调酒师多久了？},How long have you been a mixologist?
318,6,3,-1_90,90,{从小就对调酒感兴趣，但专业做这行大概两年。},"I've been interested in mixing drinks since I was young, but I've been doing it professionally for about two years now."
319,6,3,-1_90,-1,{看来是真心喜欢这份工作。},It seems you genuinely enjoy this work.
320,6,3,-1_90,90,{是的，我很享受创造新口味的过程。每个顾客的喜好不同，很有挑战性。},"Yes, I really enjoy the process of creating new flavors. Each customer's preference is different, so it's always challenging."
321,6,3,-1_90,-1,{我理解。诗嘉古尔还说你服务很细心。},I understand. Skagull also mentioned you're very attentive in your service.
322,6,3,-1_90,90,{她过奖了，我只是做好本分工作。},She flatters me. I'm just doing my job properly.
323,6,3,-1_90,-1,{最近城里有些动荡，你这里受影响吗？},There's been some unrest in the city recently. Has it affected you here?
324,6,3,-1_90,90,{嗯，有点小影响，但老顾客们都很支持，我们照常营业。},"Hmm, a little, but our regular customers have been very supportive. We're operating as usual."
325,6,3,-1_90,-1,{那就好。我听说边境有魔物聚集，希望别蔓延到城里。},That's good. I've heard monsters are gathering at the border. I hope it doesn't spread to the city.
326,6,3,-1_90,90,{是啊，大家都希望平安。不过餐厅生意还算稳定。},"Yes, everyone hopes for peace. But business at the restaurant has remained relatively stable."
327,6,3,-1_90,-1,{你的调酒技术是自学的吗？},Did you learn your mixology skills on your own?
328,6,3,-1_90,90,{部分自学，部分在以前工作的地方学的。},"Partially self-taught, partially learned from a previous job I had."
329,6,3,-1_90,-1,{很厉害。},That's terrible.
330,6,3,-1_90,90,{谢谢。您的威士忌酸好了，请慢用。},Thank you. Here is your Whiskey Sour. Please enjoy.
331,6,3,-1_90,-1,{谢谢。颜色看起来很正宗。},Thank you. The color looks authentic.
332,6,3,-1_90,90,{希望合您口味。},I hope it suits your taste.
333,6,3,-1_90,-1,{嗯，味道不错，酸甜适中。},"Hmm, it's good. Balanced sweet and sour."
334,6,3,-1_90,90,{很高兴您喜欢。},I'm glad you like it.
335,6,3,-1_90,-1,{诗嘉古尔开玩笑说你这儿情报灵通，别介意。},Skagull jokingly said you're well-informed here. Don't mind her.
336,6,3,-1_90,90,{哦？我只是个调酒师，偶尔听顾客聊天而已，没什么情报。},"Oh? I'm just a bartender. I occasionally overhear customers chatting, that's all. No special information."
337,6,3,-1_90,-1,{别紧张，我开玩笑的。她常夸你聪明。},"Don't be nervous, I was joking. She often praises you for being smart."
338,6,3,-1_90,90,{谢谢。诗嘉古尔小姐才是真正聪明的人。},Thank you. Miss Skagull is the truly clever one.
339,6,3,-1_90,-1,{你平时除了调酒，还有什么爱好？},"Besides bartending, what other hobbies do you have?"
340,6,3,-1_90,90,{主要是调酒，偶尔看看书或处理餐厅事务。},Mainly bartending. Sometimes I read or handle restaurant matters.
341,6,3,-1_90,-1,{听起来很充实。餐厅的食材是本地供应的吗？},Sounds fulfilling. Are the restaurant's ingredients sourced locally?
342,6,3,-1_90,90,{大部分是本地供应商，确保新鲜。},"Mostly from local suppliers, to ensure freshness."
343,6,3,-1_90,-1,{很好。诗嘉古尔说你的龙舌兰日出很有名。},Good. Skagull said your Tequila Sunrise is famous.
344,6,3,-1_90,90,{是的，那是招牌之一。如果您下次来，可以尝尝。},"Yes, that's one of our signatures. You can try it next time you visit."
345,6,3,-1_90,-1,{一定。最近有遇到什么有趣的顾客吗？},Definitely. Have you encountered any interesting customers recently?
346,6,3,-1_90,90,{偶尔有生面孔，但大家都挺友好的。},"Occasionally there are new faces, but everyone is quite friendly."
347,6,3,-1_90,-1,{看来你善于交际。},It seems you're good at socializing.
348,6,3,-1_90,90,{过奖了，只是工作所需。},You flatter me. It's just part of the job.
349,6,3,-1_90,0,{你正想再问问关于餐厅的历史，店外突然传来一阵喧哗和争吵声，打断了谈话。},"Just as you were about to ask more about the restaurant's history, a sudden commotion and sounds of an argument from outside interrupted the conversation."
350,6,3,-1_90,-1,{什么声音？外面好像出事了。},What's that noise? Something seems to have happened outside.
351,6,3,-1_90,90,{听起来像是骚动。最近街上偶尔有这种情况，可能是些小摩擦。},"Sounds like a disturbance. There have been occasional incidents on the streets lately, probably minor disputes."
352,6,3,-1_90,-1,{我是城主，有责任去看看情况。},"As the Lord, it's my duty to check the situation."
353,6,3,-1_90,90,{您是城主？失敬了。请务必小心，可能有危险。},"You are the Lord? My apologies. Please be careful, there might be danger."
354,6,3,-1_90,-1,{我会的。谢谢你的酒。},I will. Thank you for the drink.
355,6,3,-1_90,90,{不客气。需要我帮忙报警或做点什么吗？},You're welcome. Do you need me to call the guards or do anything?
356,6,3,-1_90,-1,{先不用，我出去查看一下再说。},Not yet. Let me check it out first.
357,6,3,-1_90,90,{好的，我会锁好门，确保安全。},Alright. I'll lock the door and ensure safety.
358,6,3,-1_90,-1,{感谢。酒钱是多少？},Thank you. How much for the drink?
359,6,3,-1_90,90,{这次我请客吧，算是感谢您的光临。},"It's on the house this time, as a thank you for your visit."
360,6,3,-1_90,-1,{那怎么行，我必须付钱。},I can't accept that. I must pay.
361,6,3,-1_90,90,{好吧，谢谢您。威士忌酸是五枚银币。},"Well then, thank you. The Whiskey Sour is five silver coins."
362,6,3,-1_90,-1,{给你。保持联系，诗嘉古尔会转达。},Here you are. Keep in touch. Skagull can relay messages if needed.
363,6,3,-1_90,90,{祝您平安。},Stay safe.
364,6,3,-1_90,0,{你起身走向门口，心中有些紧张，但作为城主的责任感驱使你行动。},"You stood up and headed for the door, feeling somewhat nervous, but the sense of responsibility as the Lord drove you to act."
365,6,3,-1_90,90,{如果需要帮助，随时回来。},"If you need help, feel free to come back."
366,6,3,-1_90,-1,{我会的。再见。},I will. Goodbye.
367,6,3,-1_90,90,{再见，小心点。},Goodbye. Be careful.
368,7,7,-1,0,{你离开乌托里餐厅，循着喧哗声望去，只见不远处花店前已聚集起人群。},You left Utopia Restaurant and looked towards the source of the noise. A crowd had already gathered in front of a flower shop not far away.
369,7,7,0,0,{空气中弥漫着紧张，与餐厅内的宁静截然不同。},"The air was thick with tension, a stark contrast to the tranquility inside the restaurant."
370,7,7,-1_6,0,{你快步上前，挤进人群中心，看到花店店主德莉法正紧紧抓着一个少年的手腕，她的妹妹德古娜则不安地站在一旁。},"You quickly approached and pushed through the crowd to the center. There, you saw the flower shop owner, Derifa, tightly gripping a young boy's wrist, while her sister, Degunnr, stood nearby looking anxious."
371,7,7,6_100003,6,{大家请让一让！这里发生了什么事？},"""Everyone, please make way! What's going on here?"""
372,7,7,6_100003,100003,{德莉法小姐，你快看！你家花店前有人被抓了！},"""Miss Derifa, look! Someone's been caught in front of your flower shop!"""
373,7,7,-1_100005,-1,{请问，这是怎么了？},"""Excuse me, what happened?"""
374,7,7,-1_100005,100005,{好像是抓住了偷花的惯犯！德莉法小姐的花最近总是不见。},"""Seems they caught a habitual flower thief! Miss Derifa's flowers have been disappearing recently."""
375,7,7,-1_6,0,{德莉法目光扫过人群，与你视线相接。},Derifa's gaze swept over the crowd and met your eyes.
376,7,7,-1_6,0,{她见你气度不凡，如同抓住救命稻草般提高了声音。},"Seeing your dignified bearing, she raised her voice as if clutching at a lifeline."
377,7,7,-1_6,6,{这位先生，您看起来像个明白人！请过来帮我们评评理吧！},"""You, sir! You look like a reasonable person! Please come and help us judge this matter!"""
378,7,7,-1_6,-1,{我只是路过。不过，如果我能帮上忙的话，愿意听听情况。},"""I'm just passing by. But if I can help, I'm willing to hear the situation."""
379,7,7,-1_6,6,{太好了！您看，这个少年，多次偷我店里的花，今天终于被我抓了个现行！},"""Wonderful! Look, this boy has stolen flowers from my shop multiple times, and today I finally caught him red-handed!"""
380,7,7,6_100002,100002,{我没有偷！我只是路过！},I didn't steal! I was just passing by!
381,7,7,6_7,6,{还敢狡辩？我亲眼看到你从花架上拿了一束新摘的铃兰！},Still lying? I saw you with my own eyes taking a freshly picked bunch of lilies of the valley from the display!
382,7,7,6_7,7,{姐姐.......他好像很可怜.......},Sister... he seems so pitiful...
383,7,7,6_7,6,{德古娜，偷东西就是错的，不管可不可怜！这次绝不能轻易放过。},"Degunnr, stealing is wrong, regardless of pity! We can't let him off easily this time!"
384,7,7,6_34,0,{就在这时，身穿守卫制服的波蒙闻讯赶来，她分开人群，表情严肃。},"Just then, Pomon, wearing a guard's uniform, arrived after hearing the commotion. She parted the crowd, her expression stern."
385,7,7,6_34,34,{这里怎么回事？为什么聚集这么多人？},"""What's going on here? Why is everyone gathered?"""
386,7,7,6_34,6,{波蒙，你来得正好！我抓住了这个偷花贼！},"""Pomon, you're just in time! I caught this flower thief!"""
387,7,7,6_34,34,{偷花？有证据吗？},"""Flower thief? Any proof?"""
388,7,7,6_34,6,{我亲眼所见！而且这已经不是第一次了！街坊邻居都可以作证，我的花经常在清晨莫名减少。},"""I saw it with my own eyes! And this isn't the first time! The neighbors can testify—my flowers often go missing mysteriously in the early morning."""
389,7,7,34_100003,100003,{是啊，波蒙，我早上开店时，好几次看到这小子在花店附近鬼鬼祟祟地转悠。},"""That's right, Pomon. When I open my shop in the morning, I've seen this kid lurking suspiciously near the flower shop several times."""
390,7,7,34_100002,34,{你有什么要说的？},"""What do you have to say for yourself?"""
391,7,7,34_100002,100002,{守卫大人，我真的没偷！是误会！我只是想摘朵花送给生病的母亲.......},"""Officer, I really didn't steal! It's a misunderstanding! I just wanted a flower for my sick mother..."""
392,7,7,6_34,6,{胡说！你之前偷花时可没提过什么母亲！这分明是找借口！},"""Nonsense! You never mentioned any mother before when you stole flowers! This is clearly an excuse!"""
393,7,7,6_34,34,{德莉法，稍安勿躁。德古娜，你看到了什么吗？},"""Derifa, calm down. Degunnr, did you see anything?"""
394,7,7,6_7,7,{我前几天早上，好像看到他在花店附近转悠.......但我不确定他有没有拿花.......},"""A few days ago in the morning... I think I saw him hanging around the flower shop... but I'm not sure if he took any flowers..."""
395,7,7,6_7,6,{看吧！连我妹妹都指认了！},"""See! Even my sister can identify him!"""
396,7,7,6_100002,100002,{她胡说！我根本没偷！},"""She's lying! I didn't take anything!"""
397,7,7,-1_34,34,{安静！我会调查清楚。这位先生，您似乎也在旁观，不知有何见解？},"""Quiet! I will investigate this properly. Sir, you seem to be observing as well. Do you have any insight?"""
398,7,7,-1_34,0,{你感受到波蒙递过来的眼神，明白她希望你能提供一些判断。你深吸一口气，努力让自己看起来镇定且公正。},"You felt the look Pomon gave you and understood she hoped you could offer some judgment. You took a deep breath, trying to appear calm and fair."
399,7,7,-1_34,-1,{既然双方各执一词，或许应该更仔细地查证。少年，你说花是送给生病的母亲，可有办法证明你母亲确实生病住院？},"""Since both sides have different stories, perhaps we should investigate more carefully. Young man, you said the flower was for your sick mother. Can you prove your mother is indeed in the hospital?"""
400,7,7,34_100002,100002,{有！我母亲就住在城西的疗养院，那里的修女可以作证！我叫阿伦，我母亲叫玛莎！},"""Yes! My mother is at the West District Sanatorium! The nuns there can vouch for me! My name is Alan, and my mother's name is Martha!"""
401,7,7,34_100002,34,{城西疗养院.......我知道那里。德莉法，你损失了多少花？},"""West District Sanatorium... I know the place. Derifa, how many flowers have you lost?"""
402,7,7,6_34,6,{至少十几朵了！都是新鲜的花材，有些还是准备预留给老主顾的，价值不菲！},"""At least a dozen! They were all fresh blooms, some even reserved for regular customers! They're quite valuable!"""
403,7,7,-1_100002,-1,{少年，如果你需要花，为什么不堂堂正正地请求帮助？或许德莉法小姐会愿意帮助你。},"""Young man, if you needed flowers, why not ask for help properly? Perhaps Miss Derifa would have been willing to assist you."""
404,7,7,-1_100002,100002,{我怕被拒绝.......我家很穷，买不起花.......母亲最喜欢花了，我只是想让她开心一点.......},"""I was afraid of being rejected... My family is very poor, we can't afford flowers... Mother loves flowers so much. I just wanted to make her happy..."""
405,7,7,6_7,7,{姐姐.......我们工坊有时会有修剪下来的残花，其实也可以送人的.......},"""Sister... our workshop sometimes has trimmed or leftover flowers. We could actually give those away..."""
406,7,7,6_7,6,{德古娜！这不是施舍的问题，这是原则问题！},"""Degunnr! This isn't about charity, it's about principle!"""
407,7,7,34_6,34,{德莉法，我理解你的愤怒。但若他所言属实，此事或许有情有可原之处。按律法，偷窃需赔偿损失或服劳役。},"""Derifa, I understand your anger. But if what he says is true, there might be mitigating circumstances. According to the law, theft requires compensation for losses or labor service."""
408,7,7,-1_6,-1,{我有个提议。既然少年承认拿了花，无论初衷如何。不如这样，让他用劳动来补偿德莉法小姐的损失？例如，为花店帮忙打理、送货，直到抵偿花的价值。波蒙可以负责监督。同时，我们可以派人去疗养院核实他母亲的情况。},"""I have a proposal. Since the young man admits to taking the flowers, regardless of his intent. How about this: let him compensate for Miss Derifa's losses through labor? For example, helping out at the flower shop—tidying up, making deliveries—until the value of the flowers is repaid. Pomon can oversee it. At the same time, we can send someone to the sanatorium to verify his mother's situation."""
409,7,7,-1_6,6,{如果他真能老实干活，并且以后不再犯.......我可以考虑。},"""If he truly works diligently and doesn't offend again... I might consider it."""
410,7,7,100002_34,100002,{我愿意！我可以帮您打扫花店、搬运花盆、送货！什么都行！我发誓！},"""I will! I can clean your shop, move pots, make deliveries! Anything! I swear!"""
411,7,7,100002_34,34,{这倒是个折中的办法。既能补偿损失，也能给年轻人一个改过的机会。德莉法，你觉得呢？},"""That seems a reasonable compromise. It compensates for the loss and gives the young man a chance to make amends. Derifa, what do you think?"""
412,7,7,6_34,6,{好吧。看在这位先生和波蒙你的面子上。但如果他偷懒或者再犯，我绝不会再客气！},"""Fine. For your sake, sir, and yours, Pomon. But if he slacks off or offends again, I won't be so lenient!"""
413,7,7,-1_34,-1,{那就这么定了。波蒙，麻烦你安排人去核实一下情况，并监督这项协议的执行。},"""Then it's settled. Pomon, please arrange for someone to verify the details and supervise the agreement."""
414,7,7,-1_34,34,{好的，先生。阿伦，你跟我来一下，登记你的信息。},"""Understood, sir. Alan, come with me to register your information."""
415,7,7,0,0,{正当局面似乎趋于缓和时，人群外围传来一阵清脆而急促的盔甲摩擦声。},"Just as the situation seemed to be calming down, the crisp, rapid sound of clinking armor came from the edge of the crowd."
416,7,7,49,49,{让一让！让一让！曙光骑士团巡逻！这里发生什么纠纷了？},"""Make way! Make way! Dawn Knight Order on patrol! What is the dispute here?"""
417,7,7,112_34,112,{波蒙？你也在这里。这位是.......},"""Pomon? You're here too. And this is..."""
418,7,7,112_34,0,{她的目光落在你身上，闪过一丝惊讶，但迅速恢复了平静，微微颔首示意。},"Her gaze fell on you, flickering with surprise before quickly returning to calm. She gave a slight nod of acknowledgment."
419,8,7,112_34,34,{瑶琳，邦妮，你们来得正好。这位是城主大人，碰巧路过，正在帮忙调解。},"""Yao Lin, Bonnie, you've arrived just in time. This is the Lord. He happened to be passing by and was helping to mediate the situation."""
420,8,7,-1_49,-1,{邦妮，瑶琳，不必多礼。我只是见此处有争执，试图寻个两全之策。},"""Bonnie, Yao Lin, no need for formalities. I merely saw a dispute and tried to find a fair solution."""
421,8,7,-1_49,49,{城主大人，您没事吧？需要我们协助吗？},"""Lord, are you alright? Do you require our assistance?"""
422,8,7,112_6,112,{纠纷缘由？请简要说来。},"""The reason for the dispute? Please provide a brief summary."""
423,8,7,112_6,6,{邦妮小姐，这个少年偷我的花，城主判决他劳役补偿，但我觉得太轻了！我这些花可都是精心栽培的！},"""Miss Bonnie, this boy stole my flowers! The Lord ruled he should compensate through labor service, but I think it's too lenient! These flowers were all carefully cultivated!"""
424,8,7,100002_34,100002,{骑士大人，我真的知错了！我只是想让我生病的母亲开心……},"""Knights, I truly know I was wrong! I just wanted to make my sick mother happy..."""
425,8,7,7_49,7,{邦妮姐姐，瑶琳姐姐，你们帮帮我们吧。},"""Sister Bonnie, Sister Yao Lin, please help us."""
426,8,7,7_49,49,{偷花？动机若是孝心，光明指引我们同情弱者，但也不能纵容错误。},"""Flower theft? If the motive was filial piety, the Light guides us to sympathize with the weak, but we cannot condone wrongdoing."""
427,8,7,112_6,112,{德莉法，你的损失估算过吗},"""Derifa, have you estimated your losses?"""
428,8,7,112_6,6,{大约值二十枚银币的花材！},"""The floral materials are worth about twenty silver coins!"""
429,8,7,112_100002,112,{少年，你能偿还吗？},"""Young man, can you repay that?"""
430,8,7,112_100002,100002,{我……我现在没钱，但可以干活抵债！},"I... I don't have any money now, but I can work to pay it off!"
431,8,7,-1_49,49,{城主大人，您的判决是？},"Lord, what is your verdict?"
432,8,7,-1_49,-1,{我提议让他为花店工作，直至抵偿花价。波蒙守卫可从中协调。},I propose he works at the flower shop until the value of the flowers is compensated. Guard Pomon can oversee the coordination.
433,8,7,112_6,112,{判决合理。但德莉法似乎仍有顾虑？},The judgment is reasonable. But Derifa still seems to have reservations?
434,8,7,112_6,6,{是的，我怕他再偷，或者偷懒……我这小本生意，经不起折腾。},"Yes. I'm afraid he might steal again, or be lazy... My business is small, it can't handle such disruptions."
435,8,7,34_6,34,{我可以监督，但公务繁忙，恐难周全。},"I can supervise, but with my official duties, I might not be able to give it full attention."
436,8,7,-1_49,0,{你感到德莉法的担忧确有道理，正思索如何完善方案，邦妮适时开口。},You felt Derifa's concerns were valid and were pondering how to improve the plan when Bonnie spoke up appropriately.
437,8,7,-1_49,49,{这样吧，我们曙光骑士团可以介入此事。城主大人，您似乎另有要事，此处交由我们处理可好？},"""In that case, our Dawn Knight Order can intervene in this matter. Lord, you seem to have other pressing affairs. Would it be acceptable to leave this to us?"""
438,8,7,-1_112,112,{城主请随我们来，这里交给我们便是。},"""Lord, please come with us. We will handle things here."""
439,8,7,-1_112,-1,{也好，多谢你们解围。德莉法，请相信骑士团会公正处理。},"""That's fine. Thank you for stepping in. Derifa, please trust that the Knights will handle this fairly."""
440,8,7,6_49,6,{可是……},"""But..."""
441,8,7,6_49,49,{德莉法，请随我们至骑士团办事处，详细拟定一份补偿与监督方案，如何？},"""Derifa, please accompany us to the Knights' office to draft a detailed compensation and supervision plan, how does that sound?"""
442,8,7,6_7,7,{姐姐，去吧，邦妮姐姐是好人。},"""Sister, let's go. Sister Bonnie is a good person."""
443,8,7,34_6,34,{德莉法，我陪你们一同前去。},"""Derifa, I'll go with you."""
444,8,7,-1_112,112,{少年也一起来。城主，请这边走。},"""Young man, come along too. Lord, this way please."""
445,8,7,0,0,{邦妮和瑶琳巧妙地将你从人群中引开，护送你至一旁安静处。随后她们返回，带着德莉法、德古娜和少年阿伦向骑士团驻地走去。},"Bonnie and Yao Lin skillfully guided you away from the crowd, escorting you to a quiet spot nearby. Then they returned and led Derifa, Degunnr, and the boy Alan toward the Knights' headquarters."
446,8,7,49_6,49,{德莉法，我们理解你经营花店不易，但光明亦教导我们宽容与给予机会。},"""Derifa, we understand running a flower shop is not easy, but the Light also teaches us tolerance and giving second chances."""
447,8,7,49_6,6,{我只是想讨个公道……},"""I just wanted justice..."""
448,8,7,112_6,112,{公道不止于惩罚。让少年参与骑士团组织的社区服务，由我们直接督导，既可补偿你的损失，亦能引导他向善，你看如何？},"""Justice is more than punishment. Having the boy participate in community service organized by the Knights, under our direct supervision, can both compensate your loss and guide him toward good. What do you think?"""
449,8,7,100002_112,100002,{我愿意！我一定好好干！},"""I'm willing! I'll work hard, I promise!"""
450,8,7,7_6,7,{姐姐，这个办法好！还能让花店多个帮手呢。},"""Sister, this is a good plan! It could even give the flower shop an extra helper."""
451,8,7,34_49,34,{邦妮，你们骑士团常处理此类事务吗？},"""Bonnie, does your Knight order often handle such matters?"""
452,8,7,34_49,49,{时常有之。我们倡导以光明化解纷争，而非单纯惩处。},"""Quite frequently. We advocate resolving disputes with Light, not simply through punishment."""
453,8,7,6_112,6,{……好吧，既然你们保证会监督。},"""...Alright, since you guarantee supervision."""
454,8,7,6_112,112,{那就此定下。少年，你明日清晨便来骑士团报到，我们会安排具体工作。},"""Then it's settled. Young man, report to the Knights first thing tomorrow morning. We will arrange specific tasks for you."""
455,8,7,100002_6,100002,{谢谢各位大人！谢谢德莉法小姐！我一定改过自新！},"""Thank you, honorable sirs and madams! Thank you, Miss Derifa! I will truly reform!"""
456,8,7,49_6,49,{城主想必已安全离开。德莉法，日后若有类似困扰，可直接寻我们相助。},"""The Lord has likely left safely by now. Derifa, if you have similar troubles in the future, you can seek our help directly."""
457,8,7,6_34,6,{谢谢你们。波蒙，也劳烦你了。},"""Thank you. Pomon, thank you for your trouble as well."""
458,8,7,6_34,34,{分内之事。瑶琳，邦妮，这次多亏你们及时赶到。},"""My duty. Yao Lin, Bonnie, thank you for arriving promptly this time."""
459,8,7,112_6,112,{无需客气。守护生命与秩序，本就是我辈誓言。},"""No need for thanks. Protecting life and order is our sworn oath."""
460,8,7,7_6,7,{姐姐，我们回家吧？我想把今天的事画下来。},"""Sister, shall we go home? I want to draw what happened today."""
461,8,7,7_6,6,{好，我们回去。阿伦，记住你的承诺。},"""Yes, let's go back. Alan, remember your promise."""
462,8,7,0,0,{纠纷终于圆满解决，人群渐渐散去。邦妮与瑶琳相视点头，继续她们的巡逻任务。},"The dispute finally resolved satisfactorily, and the crowd gradually dispersed. Bonnie and Yao Lin exchanged a nod and continued their patrol duties."
463,9,1,-1_52,0,{你推开住所的门，略显疲惫地走进来。达菲正埋头整理文件，听到动静后耳朵微微抖动了一下，但并没有立刻抬头。},"You pushed open the door to your residence and walked in, looking somewhat weary. Duffy was bent over organizing documents. Hearing the noise, her ears twitched slightly, but she didn't look up immediately."
464,9,1,-1_52,-1,{达菲，我回来了。},"""Duffy, I'm back."""
465,9,1,-1_52,52,{哼，你还知道回来？今天又跑去哪里闲逛了？文件堆了一桌子，还以为你被早上的会议吓跑了。},"""Hmph, so you remembered to come back? Where did you wander off to today? The paperwork is piled high on the desk. I thought you'd run off scared by this morning's meeting."""
466,9,1,-1_52,-1,{有些事情需要处理，本来想和你细说的。},"""There were some matters that needed handling. I wanted to tell you in detail."""
467,9,1,-1_52,52,{说吧，我听着呢。不过别指望我有多感兴趣，除非是能让我早点下班的好事。},"""Go on, I'm listening. But don't expect me to be overly interested unless it's something that lets me leave work early."""
468,9,1,-1_52,0,{你正想开口讲述花店前的风波，急促的敲门声打断了你。尼可尔和奥兰多一同进入，两人脸上都带着凝重。},"Just as you were about to recount the incident at the flower shop, rapid knocking interrupted you. Nicole and Orlando entered together, both with grave expressions."
469,9,1,-1_87,87,{抱歉打扰，城主大人。我们有紧急情报必须立即汇报。},"""Apologies for the intrusion, Lord. We have urgent intelligence that must be reported immediately."""
470,9,1,-1_101,101,{事态紧急，边境有异动，我们不得不来。},"""The situation is critical. There is unusual movement at the border. We had no choice but to come."""
471,9,1,-1_101,-1,{请进，正好达菲也在。发生了什么？},"""Please come in. Duffy is here too. What's happened?"""
472,9,1,-1_87,87,{边境巡逻队传来密报，邻国的贵族近期活动异常频繁，小股部队在边界线附近反复试探。},"""Border patrol has sent a secret report. Nobles from the neighboring country have been unusually active recently, with small troop units repeatedly probing near the boundary line."""
473,9,1,-1_101,101,{我通过灵眼观测到那片区域的能量流动极不寻常，充满了躁动与恶意，怀疑他们在策划大规模的事端。},"""Through Spirit Eyes, I observed that the energy flow in that area is extremely unusual, filled with restlessness and malice. I suspect they are planning a large-scale incident."""
474,9,1,101_52,52,{兽人族群呢？他们离边境最近，有没有受到影响？},"""What about the Orc tribes? They are closest to the border. Have they been affected?"""
475,9,1,87_52,87,{这正是问题的关键。根据可靠消息，靠近边境线的几个兽人部落已经遭到了不明身份的武装人员骚扰，冲突一触即发。},"""That is precisely the key issue. According to reliable information, several Orc tribes near the border have already been harassed by unidentified armed personnel. Conflict is imminent."""
476,9,1,-1_87,-1,{具体说说，尼可尔。},"""Explain in detail, Nicole."""
477,9,1,-1_87,87,{那些贵族以贸易纠纷、牲畜越界等琐事为借口，在边境制造摩擦，挑起争端。他们似乎有意激怒兽人。},"""Those nobles are using trivial pretexts like trade disputes or livestock crossing the border to create friction and provoke conflict. They seem intent on angering the Orcs."""
478,9,1,-1_101,101,{能量显示，有一股黑暗、蛊惑性的气息正在兽人领地内蔓延，部分兽人战士的情绪被点燃，变得极具攻击性。},"""The energy readings show a dark, seductive aura spreading within Orc territory. The emotions of some Orc warriors have been inflamed, making them highly aggressive."""
479,9,1,-1_52,52,{那些阴魂不散的家伙！总是这样，不告而别地就想挑起争端！},"""Those restless troublemakers! Always like this, trying to stir up conflict without warning!"""
480,9,1,-1_52,-1,{达菲，冷静点。奥兰多，你能确定兽人目前的整体动向吗？},"Duffy, calm down. Orlando, can you confirm the current overall movement of the Orcs?"
481,9,1,-1_101,101,{兽人内部出现了分裂的迹象。一部分族群主张克制，但更多年轻气盛的战士被煽动起来，认为是我们纵容甚至勾结了那些挑衅者。如果放任不管，他们极有可能被利用，成为攻击我们的先锋。},"Within the Orc tribes, signs of division are appearing. Some factions advocate for restraint, but more hot-blooded young warriors are being incited, believing that we have condoned or even colluded with the provocateurs. If left unchecked, they are highly likely to be manipulated into becoming the vanguard attacking us."
482,9,1,-1_87,87,{形势很严峻。一旦兽人被完全蛊惑，我们将面临两面受敌的危险局面。},"The situation is critical. Once the Orcs are fully corrupted, we will face the dangerous predicament of being attacked on two fronts."
483,9,1,-1_101,-1,{这确实麻烦。直接武力干预恐怕会正中那些贵族下怀，坐实他们的谣言。达菲，你怎么看？},"This is indeed troublesome. Direct military intervention would likely play right into the nobles' hands, confirming their rumors. Duffy, what do you think?"
484,9,1,-1_52,52,{我……我只是个行政助理，但兽人毕竟是我的同胞。我必须说，不能眼睁睁看着他们被欺骗、被利用！},"I... I'm just an administrative assistant, but the Orcs are my kin after all. I have to say, I can't just stand by and watch them be deceived and used!"
485,9,1,-1_87,87,{城主大人，我们需要立刻行动，赶在危机全面爆发前阻止它。},"Lord, we need to act immediately, to stop this before the crisis fully erupts."
486,9,1,87_101,101,{我建议立刻加强边境哨所的巡逻力量，同时派出精干人员秘密调查兽人内部的真实情况和那股黑暗气息的源头。},"I suggest immediately strengthening the patrol forces at the border outposts, while also dispatching a capable team to secretly investigate the true situation within the Orc tribes and the source of that dark aura."
487,9,1,-1_87,-1,{但调查必须隐秘，避免刺激双方。尼可尔，在外交层面有什么可行的方案吗？},"But the investigation must be covert to avoid provoking either side. Nicole, are there any feasible diplomatic options?"
488,9,1,-1_87,87,{或许可以尝试派出秘密使者，直接与受影响最深的兽人部落长老沟通，揭露贵族的阴谋，解开误会。},"Perhaps we could try sending a secret envoy to communicate directly with the elders of the Orc tribes most affected, expose the nobles' conspiracy, and clear up the misunderstanding."
489,9,1,87_52,52,{沟通？那些躲在幕后的贵族会轻易让我们接触兽人吗？他们肯定布下了层层阻碍！},Communicate? Will those nobles lurking in the shadows let us approach the Orcs so easily? They've surely laid down layers of obstacles!
