Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
只能攻击与自己势力范围相邻的区域,只能攻擊與自己勢力範圍相鄰的區域,Can Only Attack Areas Adjacent To Its Own Sphere Of Influence,自身の勢力範囲に隣接するエリアのみを攻撃できる,자신의 영향권에 인접한 지역만 공격할 수 있습니다
只能建造在自己的势力范围,只能建造在自己的勢力範圍,Can Only Be Built Within One's Own Sphere Of Influence,自分の勢力範囲内でのみ構築できる,자신의 영향력 범위 내에서만 건설 가능
只能建造在自己或盟友的势力范围,只能建造在自己或盟友的勢力範圍,Can Only Be Built In Own Or Ally's Sphere Of Influence,自分または味方の勢力範囲内でのみ建設可能,자신 또는 동맹국의 영향권에만 건설할 수 있습니다
占领后可获得势力范围,佔領後可獲得勢力範圍,"After Occupation, You Can Gain A Sphere Of Influence",占領後、勢力範囲を獲得できます,점령 후에는 영향력의 영역을 얻을 수 있습니다
所有舰队需要在主基地待命,所有艦隊需要在主基地待命,All Fleets Need To Be On Standby At The Main Base,すべての艦隊は本基地で待機する必要がある,모든 함대는 주 기지에서 대기해야 합니다.
请选择目标地点,請選擇目標地點,Please Select A Destination,目的地を選択してください,목적지를 선택해주세요
超出地图边界,超出地圖邊界,Beyond Map Boundaries,マップの境界を越えて,지도 경계 너머
基地禁止迁移区域,基地禁止遷移區域,Relocation Prohibited Areas Of Base,基地移動禁止エリア,베이스 이동금지구역
被其他指挥官占领,被其他指揮官佔領,Occupied By Other Commanders,他の指揮官が占領中,다른 지휘관 점령함
被其他联盟占领,被其他聯盟佔領,Occupied By Other Union,他のギルドが占領中,다른 문파 점령함
退出后将重新计算积分,退出後將重新計算積分,Points Will Be Recalculated After Exiting,ポイントは退会後に再計算されます,퇴실 후 포인트는 재계산됩니다
当战舰爆炸时，每件[装备模块]有33%的概率损毁,當戰艦爆炸時，每件[裝備模組]有33%的機率破壞,"When The Battleship Explodes, Each [Equipment Module] Has 33% Probability Of Being Damaged.",戦艦が爆発すると、各[機器モジュール]が33%の確率で損傷します,전함이 폭발할 경우 각 [장비 모듈]이 33%의 확률로 손상됩니다.
星际运输公司帮助您回收了战舰残骸,星際運輸公司幫助您回收了戰艦殘骸,Interstellar Transportation Company Helped You Recover The Wreckage Of The Battleship,星間輸送会社が戦艦の残骸の回収を手伝ってくれました,성간 운송 회사가 전함 잔해의 회수를 도왔습니다.
您需要详细的引导教程吗,您需要詳細的引導教學嗎,Do You Need A Detailed Introductory Tutorial?,詳細な入門チュートリアルが必要ですか?,자세한 입문 튜토리얼이 필요합니까?
这是星际联盟为您准备的开拓者补给，愿您星途顺利,這是星際聯盟為您準備的拓荒者補給，願您星途順利,This Is The Pioneer Supply Prepared By The Star Union For You. I Wish You All The Best In Your Journey To The Stars.,これはスター アライアンスがあなたのために用意したパイオニア サプライです。 星への旅がうまくいくことを祈っています。,스타얼라이언스가 여러분을 위해 준비한 파이오니아 보급품입니다. 별을 향한 당신의 여행에 최선을 다하길 바랍니다.
退出后将立即按失败结算奖励,退出後將立即依失敗結算獎勵,"After Exiting, The Reward Will Be Settled Immediately As A Failure.",報酬は終了時にすぐに精算されます,퇴장 후 즉시 이벤트 보상을 받으실 수 있습니다.
请先完成本轮任务,請先完成本輪任務,Please Complete This Round Of Tasks First,まずこのラウンドのタスクを完了してください,먼저 이 작업 라운드를 완료하십시오.
运输货物时无法使用星门,運送貨物時無法使用星門,Stargates Cannot Be Used When Transporting Goods,スターゲートは貨物輸送時には使用できません,화물 운송 시 스타게이트를 사용할 수 없습니다.
密码长度为3~6,密碼長度為3~6,Password Length Is 3~6,パスワードの長さは 3 ~ 6,비밀번호 길이는 3~6
机械风暴是独立玩法，在该玩法中指挥官们拥有独立的战舰库和技能库。战胜关卡后将获得新的战舰和技能，该玩法每周一重置,機械風暴是獨立玩法，在該玩法中指揮官們擁有獨立的戰艦庫和技能庫。戰勝關卡後將獲得新的戰艦和技能，該玩法每週一重置,"Mechanical Storm Is An Independent Gameplay, In Which Commanders Have Independent Warships And Skills. After Defeating The Level, You Will Get New Warships And Skills. This Gameplay Is Reset Every Monday.",機械の嵐 は独立したゲームプレイであり、指揮官は独立した戦艦ライブラリとスキル ライブラリを持っています。レベルをクリアすると、新しい戦艦とスキルが獲得できます。このゲームプレイは毎週月曜日にリセットされます,기계적 폭풍은 사령관이 독립적인 전함 라이브러리와 기술 라이브러리를 보유하는 독립적인 게임플레이입니다. 레벨을 완료하면 새로운 전함과 스킬을 얻을 수 있습니다. 이 게임 플레이는 매주 월요일에 재설정됩니다.
没有帮助对象,沒有幫助對象,No Help Object,ヘルパー オブジェクトはありません,도우미 개체 없음
服务器即将维护,伺服器即將維護,The Server Is About To Undergo Maintenance,サーバーがまもなくメンテナンスされます,서버가 곧 점검에 들어갑니다
"统帅是队伍的核心,当统帅阵亡时,则战斗失败",統帥是隊伍的核心，當統帥陣亡時，戰鬥將失敗,"The Commander Is The Core Of The Team; When The Commander Dies, The Battle Is Lost.",統帥は部隊の核心であり、統帥が戦死のときは、戦闘は失敗となります,"지휘관은 팀의 핵심이며, 지휘관이 전사하면 전투에서 패배한다"
"当队伍使用相同种族的英雄时,可获得额外的增益效果",當隊伍使用相同種族的英雄時，可獲得額外的增益效果,"When The Team Uses Heroes Of The Same Race, Additional Gain Effects Can Be Obtained.",部隊が同じ種族のヒーローを使用すると、追加のバフを獲得できます,팀이 동일 종족의 영웅을 사용할 때 추가 이익 효과를 얻을 수 있습니다.
"当队伍使用相同类型的士兵时,可获得额外的增益效果",當隊伍使用相同類型的士兵時，可獲得額外的增益效果,"When The Team Uses Soldiers Of The Same Type, Additional Gain Effects Can Be Obtained.",部隊が同じタイプの兵士を使用すると、追加のバフを獲得できます,팀이 동일 유형의 병사를 사용할 때 추가 이익 효과를 얻을 수 있습니다.
"不同等级的士兵存在压制效果,高等级士兵会对低等级士兵造成更多的伤害",不同等級的士兵存在壓制效果，高等級士兵會對低等級士兵造成更多傷害,"Soldiers Of Different Levels Have A Suppression Effect, And High-Level Soldiers Deal More Damage To Low-Level Soldiers",異なるレベルの兵士には抑圧効果があり、高レベルの兵士は低レベルの兵士に対してより多くのダメージを与えます,"병사 레벨 차이에 따라 제압 효과가 있으며, 고레벨 병사는 저레벨 병사에게 더 많은 피해를 입힐 수 있습니다."
不同类型的士兵存在克制效果,不同類型的士兵存在克制效果,Soldiers Of Different Types Have A Restraint Effect,異なるタイプの兵士には克制効果があります,다양한 유형의 병사에게는 구속 효과가 있습니다.
"轻伤士兵在回到营地时,会立即恢复为健康状态",輕傷士兵回到營地後，會立即恢復為健康狀態,Slight Wounded Soldiers Will Immediately Recover To A Healthy State When They Return To The Camp.,軽傷を負った兵士はキャンプに戻るとすぐに健康状態が回復します,경상 병사는 캠프로 돌아가면 즉시 건강 상태로 회복됩니다.
"当士兵处于重伤状态时,需要前往医院进行治疗",當士兵處於重傷狀態時，需要前往醫院進行治療,"When Soldiers Are Severely Wounded, They Need To Go To The Hospital For Treatment.",兵士が重傷状態のときは、治療のために病院に行く必要があります,군인이 중상을 입으면 병원에 가서 치료를 받아야 한다
"当医院容量不足时,重伤士兵会直接阵亡",當醫院容量不足時，重傷士兵將直接陣亡,"When Hospital's Capacity Is Insufficient, Severely Wounded Soldiers Will Die.",病院の容量が不足のときは、重傷の兵士は直接戦死します,"병원 수용 능력이 부족할 경우, 중상 병사는 사망하게 됩니다."
"当队伍统帅阵亡时,会产生大量的重伤士兵",當隊伍統帥陣亡時，會產生大量的重傷士兵,"When The Team's Commander Dies, A Large Number Of Severely Wounded Soldiers Will Be Generated.",部隊の統帥が戦死のときは、重傷の兵士が大量に発生するだろう,"팀장이 전투 중 사망할 경우, 중상을 입은 병사가 대량 생성됩니다."
技能生效顺序,技能生效順序,Skill Activation Order,スキルの発動順序,스킬 발동 순서
"不同种类的技能所造成的相同技能效果可以叠加,例如战略技能和战术技能的造成伤害增加效果,相加后生效",不同種類的技能所造成的相同技能效果可以疊加，例如戰略技能和戰術技能的傷害增加效果，會相加後生效,"The Same Skill Effects Caused By Different Types Of Skills Can Stack, E.g., The Damage Increase Effect Of Strategic Skills And Tactical Skills Will Take Effect After Adding Them Together.",異なる種類のスキルがもたらす同じスキル効果は叠加可能であり、例えば、戦略スキルや戦術スキルのダメージ増加効果、添加後有効,"다른 유형의 스킬로 인한 동일한 스킬 효과는 중첩이 가능하며, 예를 들어 전략 스킬과 전술 스킬의 피해 증가 효과는 합산된 후 적용됩니다."
"相同种类的技能所造成的相同技能效果无法叠加,例如2个战略技能的造成伤害增加效果,只取最大值生效",相同種類的技能所造成的相同技能效果無法疊加，例如兩個戰略技能的傷害增加效果，只取最大值生效,"The Same Skill Effects Caused By The Same Type Of Skills Cannot Stack, E.g., The Damage Increase Effect Of Two Strategic Skills Will Only Take The Maximum Value.",同種のスキルによる同一のスキル効果は重ね合わせることができません。例えば、戦略スキル2つのえるダメージ増加効果。最大値のみが有効になります,"같은 유형의 스킬로 인한 동일한 스킬 효과는 중첩되지 않으며, 예를 들어 2개의 전략 스킬이 발생하는 피해량을 증가시키는 경우 최대값만 적용됩니다."
"是唯一状态效果,无法同时存在相同效果",為唯一狀態效果，無法同時存在相同效果,Is A Unique Status Effect And Cannot Have The Same Effect Simultaneously.,ステータス効果はのみであり、同じ効果が同時に存在することはありません,"는 유일한 상태이상 효과이며, 동일한 효과가 동시에 존재할 수 없습니다."
玩家主城周围的九宫格范围内都是可以占领的目标,玩家主城周圍的九宮格範圍內都是可占領的目標,All Targets Within The Nine-Square Grid Around The Player's Main City Are Occupiable.,プレイヤーの主要都市の周りの 9 マスのグリッドはすべて占領できるターゲットです,플레이어의 주요 도시 주변의 9개 정사각형 격자 안에 있는 모든 목표는 점유 가능합니다.
"占领核心矿点后可以获得势力范围,势力范围接壤的九宫格都是可以占领的目标",占領核心礦點後可獲得勢力範圍，勢力範圍接壤的九宮格內皆為可占領目標,"After Occupying The Core Mine, You Can Gain A Sphere Of Influence, And The Nine-Square Grids Adjacent To The Sphere Of Influence Are All Occupiable Targets.",コア鉱山ポイントを占領すると、勢力範囲を獲得できます。勢力範囲に隣接する9つのマスはすべて占領可能なターゲットです,"핵심 광산을 점유한 후에는 영향력 범위를 얻을 수 있으며, 영향력 범위에 인접한 9개 정사각형 격자는 모두 점유 가능한 대상입니다."
"占领矿点后可自动获取收益,但有时间限制,通过升级运输站可以提高占领时间和占领数量",占領礦點後可自動獲取收益，但有時間限制，透過升級運輸站可提高占領時間和占領數量,"After Occupying The Mine, You Can Automatically Obtain Resources, But There Is A Time Limit. Upgrading The Transport Station Can Increase The Occupation Time And The Number Of Occupations.",鉱山ポイントを占領すると自動的に利益が得られますが、時間制限があります。輸送ステーションをアップグレードすることで占領時間と占領数を高めることができる,광산 점유한 후에는 자동으로 자원을 획득할 수 있지만 시간 제한이 있습니다. 운송 스테이션을 업그레이드하면 점유 시간과 점유 횟수를 늘릴 수 있습니다.
"占领规则：消灭所有敌人后归最初宣战者所有,因此可由宣战者的好友协助宣战者占领目标",占領規則：消滅所有敵人後歸最初宣戰者所有，因此可由宣戰者的好友協助占領目標,"Occupation Rule: After Defeating All Enemies, It Belongs To The First Declarer Of War, So Friends Of The War Declarer Can Assist In Occupying The Target.",占領ルール：すべての敵を排除した後、最初に宣戦した者のものとなるため。宣戦布告者の友人は宣戦布告者のターゲットの占領を支援することができます,점령 규칙: 모든 적을 파괴한 후 재산은 원래 전쟁을 선포한 사람에게 속합니다. 따라서 선전포고자의 친구가 선전포고자를 도와 목표를 점령한다.
建造营地可获得远距离补给能力,建造營地可獲得遠距離補給能力,Building A Camp Provides Long-Range Supply Capability.,キャンプを建設することで遠距離補給能力を得られます,캠프를 건설하면 장거리 보급 능력을 얻을 수 있습니다.
"技能描述中的“2个我方部队”,将优先作用于除自己以外的2个友方部队",技能描述中的「2個我方部隊」，將優先作用於除自己以外的2個友方部隊,"In The Skill Description, ""2 Of Our Troops"" Will Prioritize 2 Other Allied Troops Excluding Itself.",スキル説明における「味方部隊2つ」は、自分以外の2つの味方部隊を優先して作用します。,"스킬 설명에 있는 ""아군 부대 2개""는 자신을 제외한 다른 아군 부대 2개에 우선적으로 적용됩니다."
"被克制时,造成伤害降低25%",當士兵被克制時，造成傷害降低25%,"When Soldiers Are Restrained, Damage Dealt Is Reduced By 25%.",兵士が抑制されている場合、与えるダメージが25%減少します。,"병사가 제압당할 때, 가하는 피해가 25% 감소합니다."
正在重新连接服务器,正在重新連接伺服器,Reconnecting To The Server,サーバーに再接続中,서버가  다시 연결 중
等待中,等待中,Waiting,待っています,로딩 중
禁止迁城到此处,禁止遷城到此處,Relocation To Here Is Prohibited,この場所への移転は禁止されています,이 지역으로의 도시 이전 금지
必须建立在自己势力领土,必須建立在自己勢力領土,Must Be Built On Your Own Fief,自分の勢力領土に建設する必要があります,자신의 세력 영토에만 건설 가능
必须建立在联盟势力领土,必須建立在聯盟勢力領土,Must Be Built On Union Fief,同盟の勢力領土に建設する必要があります,동맹 세력 영토에만 건설 가능
有跨服玩家加入，不计算全服首次通关奖励,有跨服玩家加入，不計算全服首次通關獎勵,"With Cross Server Players Joining, Server-Wide First Clearance Rewards Will Not Be Counted",クロスサーバーのプレイヤーが参加したため、全サーバー初回クリア報酬は計算されません,"타 서버 플레이어가 참여하여, 전 서버 첫  클리어런스 보상 계산되지 않습니다"
建筑势力范围内没有可宣战的队伍,建築勢力範圍内沒有可宣戰的隊伍,There Is No Team To Declare War On Within The Building's Sphere Of Influence Range,建築の影響範囲内に宣戦布告できるチームが存在しない,건물의 영향 범위 내에 전쟁을 선포할 팀이 없습니다
已存在相同效果，是否覆盖,已存在相同效果，是否覆蓋,"The Same Effect Already Exists, Do You Want To Overwrite It",同じ効果がすでに存在する.上書きしますか,같은 효과가 이미 존재합니다.덮어쓰시겠습니까
奖励次数不足,獎勵次數不足,Not Enough Reward Counts,報酬回数不足,보상 횟수 부족
点击任意空白处关闭,點擊任意空白處關閉,Click Any Blank Space To Close,任意の空白部分をクリックして閉じる,아무 곳이나 클릭하여 시작
出现五星圣物时有50%概率时是选择的圣物,出現5★聖物時，有50%的機率是選擇的聖物,"When A 5★ Relic Appears, There Is A 50% Chance It Is The Selected Relic.",5★聖物が出現した時、50%の確率で選択された聖物です,"5★ 성물이 등장할 때, 선택한 성물일 확률이 50%입니다"
出现五星英雄时有50%概率时是选择的英雄,出現5★英雄時，有50%的機率是選擇的英雄,"When A 5★ Hero Appears, There Is A 50% Chance It Is The Selected Hero.",5★ヒーローが出現した時、50%の確率で選択されたヒーローです,"5★ 영웅이 등장할 때, 선택한 영웅일 확률이 50%입니다"
每场战斗开始时,每場戰鬥開始時,At The Start Of Each Battle,各戦闘開始時,각 전투 시작 시
战场报名已开始,戰場報名已開始,Battlefield Registration Started,戦場参加開始,전장 신청 시작
讨伐失败无消耗,討伐失敗無消耗,Raid Failure Without Consumption,討伐敗北で消耗なし,토벌 실패 무소모
将城市迁移至指定地点,將城市遷移至指定地點,Move The City To A Specified Location,都市を指定された場所に移動する,도시를 지정된 위치로 이동
没有需要治疗的士兵,沒有需要治療的士兵,No Soldiers Need Healing,治療が必要な兵士はいません,치료가 필요한 병사가 없습니다
提交后，英雄将彻底销毁,提交後，英雄將徹底銷毀,"After Submission, The Hero Will Be Completely Destroyed",提出後、ヒーローは完全に破壊されます,"제출 후, 영웅은 완전히 파괴됩니다"
不能赠送给跨服好友,不能贈送給跨服好友,Cannot Be Gifted To Friends In Cross Server,クロスサーバーの親友に贈ることはできません,다른 서버 있는 친구 선물 수 없습니다
超出好友的接收上限,超出好友的接收上限,Exceed The Friend's Receive Upper,親友の受信上限を超えました,친구의 수신 한도 초과했습니다
没有可帮助的对象,沒有可幫助的對象,No One Needs Help,助けられる対象がいません,도울 대상이 없습니다
请将素材卡拖入此栏中,請將素材卡拖入此欄中,Please Drag The Material Card Into This Column,素材カードをこの欄にドラッグしてください,소재 카드를 칸에 끌어 주십시오
英雄未觉醒，无法重置,"英雄未覺醒,無法重置",The Hero Is Not Awakened And Cannot Be Reset,英雄は目覚めず、リセットできない,영웅이 각성되지 않아 리셋할 수 없습니다
请拖入想要转化为技能经验的英雄卡,請拖入想要轉化為技能經驗的英雄卡,Please Drag The Hero Card You Want To Convert Into Skill EXP,スキル経験に変えたいヒーローカードをドラッグしてください。,스킬경험치로 전환하고 싶은 영웅 카드에 가입하십시오
本次进阶需要消耗相同英雄卡,本次進階需要消耗相同英雄卡,This Advancement Needs To Consume The Same Hero Card,今回の昇進は同じヒーローカードを使う必要があります。,이번 진급에는 동일한 영웅 카드가 필요합니다
进阶后获得可分配属性10点,進階後獲得可分配屬性10點,Get 10 Assignable Attributes After Advanced,昇進を進めて、属性を割り当てることができる10点が得られます。,진급 후 10포인트를 분배할 수 있습니다
请将素材拖入此栏中,請將素材卡拖入此欄中,Please Drag The Material Card Into This Column,素材カードをこの欄にドラッグしてください。,소재 카드를 칸에 끌어 주십시오
伤害排行前20名有概率获得稀有奖励,傷害排行前20名有機率獲得稀有獎勵,The Top 20 In The Damage Ranking Have A Chance To Receive Rare Rewards,ダメージランキングの上位20名が確率で希少報酬を獲得可能,피해 순위 상위 20명이 확률적으로 희귀 보상을 획득 가능합니다
要求拥有证书，但制造时不会消耗,要求擁有證書，但製造時不會消耗,"Require To Have A Certificate, But Not Consumed When Manufacturing",証書が必要ですが、製造時には消耗されません,자격증이 필요하지만 제작 시 소모되지 않음
要求拥有配方，但制造时不会消耗,要求擁有配方，但製造時不會消耗,"Require To Have A Formula, But Not Consumed When Manufacturing",レシピが必要ですが、製造時には消耗されません,레시피가 필요하지만 제작 시 소모되지 않음
相同类型神魔卡最多上阵3张,相同類型神魔卡最多上陣3張,A Maximum Of 3 Divine Demon Cards Of The Same Type Can Be Deployed,同種類の神魔カードは最大3枚まで配置可能です,동일한 유형의 신과 마 카드 최대 3장이 배치 가능합니다
统帅携带士兵数量不足,統帥携帶士兵數量不足,Not Enough Commander’s Soldier Capacity,統帥の兵士所持数が不足しています,리더의 병력 수송량이 부족합니다
积分相同时，按战斗力计算排名,積分相同時，按戰鬥力計算排名,"When Points Are Tied, Rank By Battle Power",ポイントが同じ場合、戦闘力で順位を決定,점수가 동일할 경우 전투력으로 순위를 계산합니다
距离下场战斗开始时间,距離下場戰鬥開場時間,Time Until Next Battle Starts,次の戦闘開始までの時間,다음 전투 시작까지 남은 시간
感谢您的反馈,感謝您的反饋,Thanks For Your Feedback,ご意見ありがとうございます,피드백 감사합니다
删除后数据无法恢复,刪除後數據無法恢復,Data Cannot Be Recovered After Deletion,削除後のデータは復元できません,삭제 후에는 데이터를 복구할 수 없습니다
未设置统帅,未設置統帥,Not Set Commander,統帥が設定されていません,리더가 설정되지 않았습니다
未设置统帅士兵,未設置統帥士兵,Not Set Commander Soldiers,統帥の兵士が設定されていません,리더 병력이 설정되지 않았습니다
请先重置英雄,請先重置英雄,Please Reset The Hero First,まずはヒーローをリセットしてください,먼저 영웅을 재설정하세요
请先卸下技能石,請先卸下技能石,Please Remove The Skill Stone First,まずはスキルストーンを外してください,먼저 스킬 스톤을 제거하세요
首次通关不消耗次数,首次通關不消耗次數,First Clearance Does Not Consume Times,初回クリアで回数を消耗しない,첫 클리어는 횟수를 소모하지 않음
协助盟友占领5级以上资源点,協助盟友佔領5級以上資源點,Assist Ally Occupy Level 5+ Resource Points,盟友がレベル5以上の資源ポイントを占領するのを支援する,아군이 레벨 5 이상의 자원 포인트를 점령하다록 지원
选择受伤的士兵,選擇受傷的士兵,Select Wounded Soldiers,負傷した兵士を選択,부상당한 병사를 선택
该玩家已离线,該玩家已離線,The Player Is Offline,このプレイヤーはオフラインです,이 플레이어는 오프라인입니다
已达上限,已達上限,Upper Reached,上限に達しました,이미 상한선에 도달했음
已达最大等级,已達最大等級,Max Level Reached,最大レベルに達している,이미 최대 등급에 이른
已达最大次数,已達最大次數,Max Count,最大回数,최대 횟수
已达到使用上限,已達到使用上限,Usage Reached,使用上限に達しました,사용 한도 도달
已达到兑换上限,已達到兌換上限,Exchange Reached,両替制限に達しました,교환 한도 도달
已达到限购上限,已達到限購上限,Buy Limit Reached,購入制限に達しました,구매 한도 도달
已被使用,已被使用,Has Been Used,使用済み,이미 사용한
所选择的队伍必须在领地待命,所選擇的隊伍必須在領地待命,The Selected Team Must Be On Standby In The Territory,選択されたチームは領地で待機しなければならない,선택한 부대는 영토에서 대기해야 합니다
不在附近,不在附近,Not Nearby,近くにいません,근처에 없다
不在村庄附近,不在村莊附近,Not Nearby The Village,村の近くにいない,마을 근처에 없다
终身限购1次,終身限購1次,Buying Limit 1,生涯購入 1,영구 한정 1
本次操作将消耗,本次操作將消耗,This Operation Will Consume,この操作は消耗します,이번 작업에서는 소모
本次操作将获得,本次操作將獲得,This Operation Will Get,この操作により入手されるのは,이 작업은 다음을 얻습니다
请先卸下所有装备,請先卸下所有裝備,Please Remove All Equipment First,まずはすべての装備を外してください,먼저 모든 장비를 제거하세요
是否领取所有奖励,是否領取所有獎勵,Whether To Claim All Rewards,すべての報酬を受け取りましたか,모든 보상을 수령하시겠습니까?
暂无可拜访的玩家,暫無可拜訪的玩家,No Players To Visit,しばらく訪問できるプレイヤーがいません,현재 방문 가능한 플레이어가 없습니다
对玩家无效,對玩家無效,Invalid For Players,プレイヤーに無効,플레이어에게 무효
英雄卡组已达最大数量,英雄卡組已達最大數量,Hero Deck Has Reached Max Quantity,ヒーローカードデッキが最大数に達しました,영웅 카드 덱이 최대 수량에 도달했습니다
英雄卡组超出最大数量,英雄卡組超出最大數量,Hero Deck Exceeds Max Quantity,ヒーローカードデッキが最大数を超えました,영웅 카드 덱이 최대 수량을 초과했습니다
放入的素材卡数量错误,放入的素材卡數量錯誤,Wrong Number Of Material Cards Put In,入れた素材カードの数が間違っています,집어넣은 소재 카드 개수 오류
超过预备兵力最大数量,超過預備兵力最大數量,Exceeded Max Reserve Soldiers Quantity,予備兵力の最大数量を超過しました,예비 병력 최대 수를 초과했습니다
全部领取后重置,全部領取後重置,Reset After Claiming All,全部受け取ったらリセット,모두 수신 후 재설정
不在活动时间内,不在活動時間內,Not During The Activities,活動時間外,활동 시간 내 아님
任何人均可加入,任何人可加入,Anyone Can Join,誰でも参加可能,누구나 가입 가능
不满足条件,不滿足條件,Conditions Not Met,条件未達成,조건 맞지 않다
可免费进行一次招募,可免費進行一次招募,Can Be Recruited Once For Free,一回無料で募集できます,무료로 1회 모집 가능
任何人可加入,任何人可加入,Anyone Can Join,誰でも参加可能,누구나 가입 가능
是否花费,是否花費,Are you Sure To Cost,費用がかかるかどうか,소비하시겠습니까
永久解锁皮肤,永久解鎖皮膚,Permanently Unlock The Skin,スキンを永久にロック解除,스킨을 영구적으로 잠금 해제
进阶素材已足够,進階素材已足夠,Advanced Material Is Sufficient,進階素材が十分です,진급 재료는 이미 충분합니다
发放了,發放了,Has Been Distributed,が配布されました,가 배포되었습니다
超出宣战范围,超出宣戰範圍,Exceed Declared War Scope,宣戦範囲を超えました,전쟁 선포 범위 넘어서
拒绝联盟邀请,拒絕聯盟邀請,Decline Union Invitation,同盟の招待を断る,클랜 요청 거절
拒绝陌生人邀请,拒絕陌生人邀請,Decline Stranger Invitations,見知らぬ人からの招待を拒絕,낯선 사람 초대 거절
被其他领主占领,被其他領主占領,Occupied By Other Lords,他の領主が占領,기타 영주들이 점령
正在荣耀竞技场中,正在榮耀競技場中,In The Glory Arena,現在栄光アリーナ中,지금 영광의 전장 중
每日可领取,每日可領取,Claim Daily,毎日受け取ることができます,일일 수령 가능
累计可获得,累計可獲得,Accumulatively Obtainable,累計取得可能,누적 획득 가능
充值任意金额,充值任意金額,Recharge Any Amount,任意の金額をチャージします,임의 금액 충전
使用后获得英雄卡,使用後獲得英雄卡,Hero Card Available After Use,使用後にヒーローカードを入手する,사용 후 영웅 카드를 획득합니다
目标丢失,目標丟失,Target Lost,目標喪失,목표 상실
无法使用,無法使用,Cannot Be Used,使用できません,사용할 수 없음
重置后返还,重置後返還,Return After Reset,リセット後に戻る,초기화 후 반환
分享城市布局获得点赞,分享城市佈局獲得點讚,Share City Layout To Receive Liked,都市レイアウトをシェアしてお気に入りを獲得,도시 배치를 공유하여 좋아요를 받기
在遗迹副本中获得点赞,在遺跡副本中獲得點讚,Receive Liked In The Ruins Dungeon,遺跡ダンジョンでお気に入りを獲得,유적 던전에서 좋아요 받기
特产运输奖励随市政厅等级提升而提升,特產運輸獎勵隨市政厅等級提升而提升,Specialty Transport Rewards Increase With City Hall Level,特産品輸送報酬は市庁レベルに応じて増加します,특산품 운송 보상은 시청 레벨에 따라 증가합니다
所有奖励领取完后结束活动,所有獎勵領取完后結束活動,The Event Ends After All Rewards Have Been Claimed,すべての報酬を受け取ると、活動は終了します,모든 보상을 수령하면 활동이 종료됩니다
今日累计充值兰德币,今日纍計充值蘭德幣,Today's Cumulative Recharge Of Rand Coins,本日の累計チャージランドコイン,오늘 누적 충전 랜드코인
奖励不会重复获得,獎勵不會重複獲得,Rewards Will Not Be Got Repeatedly,報酬は重複して獲得できません,보상은 반복해서 획득할 수 없습니다
治疗效果受士兵生命属性影响,治療效果受士兵生命屬性影響,The Healing Effect Is Affected By The Soldiers' HP Attribute,回復効果は兵士のHP属性に影響されます,치유 효과는 병사의 HP 속성에 영향을 받습니다
当队伍统帅携带战车类型的士兵时，可以炮击建筑,當隊伍統帥攜帶戰車類型的士兵時，可以炮擊建築,"When The Team Commander Has Chariot-type Soldiers, They Can Bombard Building",チームの指揮官が戦車タイプの兵士を連れている場合、建築を砲撃できます,"팀 사령관이 전차 유형의 병사를 데리고 있을 때, 건물을 포격할 수 있습니다"
在攻城战玩法中，长按炮击按钮，可开启自动炮击,在攻城戰玩法中，長按炮擊按鈕，可開啟自動炮擊,"In The Siege Battle Gameplay, Long-Press The Bombardment Button To Enable Automatic Bombardment",攻城戦のゲームプレイでは、砲撃ボタンを長押しすると、自動砲撃が有効になります,공성전 게임플레이에서 포격 버튼을 길게 누르면 자동 포격이 활성화됩니다
每周仅能选择1种城市类型发布1次，奖励不受占领数量影响,每週僅能選擇1種城市類型發布1次，獎勵不受佔領數量影響,"Only 1 City Type Can Be Selected And Released Once Per Week, And The Rewards Are Not Affected By The Number Of Occupations",毎週1つの都市タイプを選択して1回のみ発表でき、報酬は占領数に影響されません,"매주 1개의 도시 유형을 선택하여 1회만 발표할 수 있으며, 보상은 점령 수에 영향을 받지 않습니다"
长按已装备的技能可以查看详情,長按已裝備的技能可以查看詳情,Long-Press An Equipped Skill To View Details,装備中のスキルを長押しして詳細を確認,장착한 스킬을 길게 눌러 상세 정보 확인
超过世界等级之后将只获得经验无法提升领主等级,超過世界等級之後將只獲得經驗無法提升領主等級,"After Exceeding The World Level, You Will Only Gain EXP And Cannot Increase Your Lord Level",ワールドレベルを超えると、経験値のみ獲得し、領主レベルは上がりません,월드 레벨을 초과하면 경험치만 획득하고 영주 레벨은 올라가지 않습니다
查询游客登陆自动生成的永久账号密码,查詢遊客登入自動生成的永久帳號密碼,Query The Permanent Account And Password Automatically Generated By Guest When They Login,ゲストログインで自動生成された永久アカウントのパスワードを照会,게스트 로그인으로 자동 생성된 영구 계정 비밀번호 조회
"验证码已发送至邮箱,请查收",驗證碼已發送至郵箱，請查收,"The Captcha Has Been Sent To Your Email, Please Check",検証コードをポストに送信しました、ご確認ください,인증코드가 우편함으로 발송되었습니다. 확인해 주세요
没有与势力范围接壤,沒有與勢力範圍接壤,Not bordering the sphere of influence,勢力圏に接していない,영향권에 접하지 않음
与势力范围接壤,與勢力範圍接壤,Bordering the sphere of influence,勢力圏に接している,영향권에 접함
与盟友共享势力范围,與盟友共享勢力範圍,Share sphere of influence with allies,同盟国と勢力圏を共有する,동맹국과 영향력을 공유하세요
