id,LinesHero,summon_line,click_line1,click_line2,click_line3,file_name,fightRetVoice,cmdVoice,fightEff,isFly,HeroJob,summon_line_en,click_line1_en,click_line2_en,click_line3_en
78,52,{嘎呼嘎呼，看看我抓到什么了？},{看，像这样扔出去，再扔出去，砰！},{真为难啊……毕竟这也不是做了罪大恶极的事……},{巴托里前辈，再来比一次！这次一定比你快！},52,1_2,cmd1_cmd2_cmd3_cmd4,1+Skill_2009,0,3,"Creak, creak, look what I got.","Look, throw it out like this, throw it out again, bang!","What a dilemma... After all, it wasn't doing something that required death...","Master Batori, do it again! This time it must be faster than you!"
79,55,{喂，少年，需要我帮你吗？},{你说这个十字架盒子？没见过吗？嗯？},{请不要把你的脸贴在我的宝贝上……},{我能感觉到你强大的气息，所以你不是我要帮助的对象。},55,1_2,cmd1_cmd2_cmd3_cmd4,1+Skill_1046,0,1,"Hey, weakling, can I help you?",You said the coffin? Haven't you seen it? Huh?,Please don't put your face on my coffin...,"I can feel your strong breath, so you are not the object I want to help"
80,58,{谁先到的！！是我还是姐姐？？},{诶？你那个是什么东西啊，给我看看好不啦。},{姐，我饿了……你给我找点吃的好不好？},{想打败我？？梦话等睡着了再说吧！},58,1_4,cmd1_cmd2_cmd3_cmd4_cmd5,0+Skill_1068,0,4,Who was the first one to arrive? Me or sister??,"Hey, what's that thing? Let me see.","Sister, I'm hungry... Can you find me something to eat?",Trying to beat me?? Talk in your sleep until you fall asleep!
81,0,0,0,0,0,0,0,0,0,0,6,,,,
82,0,0,0,0,0,0,0,0,0,0,6,,,,
83,0,0,0,0,0,0,0,0,0,0,6,,,,
84,0,{诶？谁在喊我？我还没睡醒呢……},{希望城主大人每天都能做个好梦。},{快快快……上课要迟到了！},{或许梦境能带给你答案。},84,1_2_3_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_2009,0,3,Hey? Who's calling me? I'm not awake yet…,I hope the Lord can have a good dream every day,"Come on, come on. I'm going to be late for class!",Maybe dreams can give you the answer
85,0,{我真的是龙呀！真的！},{原来这个世界这样广阔~},{这样的服装只是为了人间的伦理道德呀。},{这样的尝试也不是不可以，嗯！我想试试！},85,1_2,cmd1_cmd2_cmd3_cmd4,1+Self_1086,0,5,I’m really a dragon! Really!,It turns out that the world is so vast~,This kind of clothing is only for the ethics and morality of the world.,"Such an attempt is not impossible, eh! I want to try it!"
86,0,{第四骑士希娜伽，奉命前来！},{要来场对决吗？您不必让着我。},{非常抱歉，我并没有用力。},{城主大人，一起去看烟火大会吗？},86,1_2_3_4,cmd1_cmd2_cmd3_cmd4,1+Skill_1063,0,1,"The fourth knight SSynaga, is ordered to come!",Do you want a fight? Please do your best,"I'm very sorry, but I didn't force","Lord, shall we go to the fireworks show?"
87,0,{需要帮助的人就是你吗？},{就寝的时间到了呢，请让开。},{您在说什么？我没有听清呢。(微笑)},{请住手。(微笑)},87,1_2_3_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_1063,0,1,Is it you who need help?,It's bedtime. Please get out of the way,What are you talking about? I didn't catch it (smile),Please stop (smile)
88,22,{若您能赐予我力量，我将对您献上全部忠诚。},{莫里卡特，我要战胜他。},{背弃一切，只为完成我的宿命。},{笑？我为什么要浪费时间去练习这些无法提升力量的东西。},22,2_3,cmd1_cmd2_cmd3_cmd4,0+Skill_1084,0,1,"If you can give me strength, I will devote all my loyalty to you.","Molicat, I'm going to kill him.","Abandon everything, only to complete my destiny",Laugh? Why should I waste my time practicing things that don't increase my strength?
89,33,{嗨嗨~安琪大人登场~},{什么嘛！},{想吃一发我的火焰吗？~},{我可是比二二酱还要大的！},33,1_2_3_4,cmd1_cmd2_cmd3_cmd4,0+Skill_1084,0,4,"Hey, hey, Mrs. Angie is here~",what the hell!,Want to eat a shot of my fire? ~,I'm bigger than Er Er Jiang!
90,0,{来了来了，初次见面，为您点了一杯下午茶，城主大人喜欢吗？},{今日优惠，所有茶饮都打八折哟，来试试吗？},{您想问什么？说不定我知道哟~},{哈哈，干嘛这样称呼我！},90,3_4,cmd1_cmd2_cmd3_cmd4_cmd5,0+Self_1081,0,4,"Here we are, the first time we meet, I'll bring you a Martini. Do you like it?",Today's discount. All cocktails are 20% off. Would you like to have a try?,What do you want to ask? Maybe I know~,"Ha ha, why call me that!"
91,57,{让我来为你注入力量吧！},{因为有很多事情，所以没能帮到你的忙，真的真的很对不起……},{诶？？奇怪了，我不是在这里种了棵树吗？哪去了？},{这并不是恩赐！这是生命的智慧！},57,1_4,cmd1_cmd2_cmd3_cmd4,0+Skill_1084,0,1,Let me give you strength!,"I'm really, really sorry that I couldn't help you because I had so many things to do.",Ah? Strange. Didn't I plant a tree here? Where?,This is not a gift! This is the wisdom of life!
92,59,{我早就知道今天能和你相遇，阁下。},{时间的概念存在与所有世上的产物；山川，河流，海洋乃至浩瀚的星空。},{时间对我来说只是永无止境的轮回，它既可以是一分钟，也可以是一辈子。},{时间可以见证一切，也就是说，我见证了一切。},59,1_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_1001,1,2,"I knew I could meet you today, lord","The concept of time exists with all the products of the world; Mountains, rivers, oceans and even vast stars.",Time to me is just endless reincarnation. It can be a minute or a lifetime,"Time bears witness, that is to say, I bear witness to everything."
93,20,{奶奶说这世间的聚散不可强求，我却仍然期待着与您的相遇。},{您的苦恼山风都告诉我了，放轻松，会解决的。},{女巫的行踪可不能随便告诉别人哦。},{倾听内心的声音，它会指引你找到自己。},20,2_3_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_2009,1,1,"Grandma said that the world can not be forced to gather, but I still look forward to meeting you",The wind has told me all your troubles. Take it easy and it will be solved,The witch's whereabouts can't be told to others casually,"Listen to your inner voice, it will guide you to find yourself"
94,0,{接下来的日子，请多指教！},{您说得对，我会继续努力的。},{这种程度的训练，我还可以承受。},{今天比昨天又强了一点呢！},94,1_3_4,cmd1_cmd2_cmd3,1+Skill_99,0,3,Please give me more advice in the following days!,You're right. I'll keep trying,"This level of training, I can bear",Today is a little better than yesterday!
95,0,{暗夜过后的破晓，是清晨最美的景象。},{战争也好，黑暗也好，我相信都会过去。},{如果因为命运的不公就变得自怨自艾，那也太逊了。},{请千万不要放弃，我会一直陪在您身边。},95,1_2,cmd1_cmd2_cmd3_cmd4,1+Skill_1066,0,1,The dawn after the dark night is the most beautiful scene in the morning,"War or darkness, I believe it will pass",It would be too bad to be complacent because of the unfair fate,"Please do not give up, I will always be with you"
96,0,{执行者莱恩娜，参上！},{越具有挑战的事，越能勾起我的兴致。},{聆听风之旋律，执行神之意志。},{可怜虫们还有什么话就留着下一世说吧。},96,1_2_3_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_1006,0,3,"Executor Lenna, join us!","The more challenging something is, the more interesting it is to me.",Listen to the wind and do God's will.,"Poor wretches, if you have anything else to say, leave it to the next generation"
97,0,{跟随心指引的方向，醒悟命运的真谛，便为觉。},{很多时候我能理解反叛者的想法，但也明白，那些都不是信仰丢失的理由。},{不怀希望便不会失望，但身处黑暗的人，往往更清楚“希望”二字的意义。},{如果被太多负情绪左右，生命也将失去光泽。},97,4,cmd1_cmd2_cmd3_cmd4,1+Skill_5001,1,3,"Follow the direction of the heart, wake up to the true meaning of fate, it is Satoru.","Most of the time I can understand how rebels feel, but I also understand that those are not reasons to lose Fisis.","We can never be disappointed without hope, but people in the dark know better than ever what the word ""hope"" means.","Inferiority, mean, greed, jealousy, if these emotions, life will lose luster"
98,95,{暗夜过后的破晓，是清晨最美的景象。},{战争也好，黑暗也好，我相信都会过去。},{如果因为命运的不公就变得自怨自艾，那也太逊了。},{请千万不要放弃，我会一直陪在您身边。},95,1_2,cmd1_cmd2_cmd3_cmd4,1+Skill_1006,0,1,The dawn after the dark night is the most beautiful scene in the morning,"War or darkness, I believe it will pass",It would be too bad to be complacent because of the unfair fate,"Please do not give up, I will always be with you"
99,0,{情感如此虚无，只有力量才是一切},{恶魔也可以帮助您，大人},{叮咚，我的捕猎开始了},{无剑之人才会葬于剑下},99,2_3_4,cmd1_cmd2_cmd3_cmd4,1+Skill_1002,1,1,"Emotions are vain, only power is everything","Demon will help you, My Lord","Ding Dong, My hunt time is come",They doesn’t have buried sword
100,0,{吵死了，我可不会就这么算了},{能打败我才是对我最大的挑衅},{大人，我从不救无用之人},{我的任务里没有意外，受伤是败者该担心的事},100,2_3,cmd1_cmd2_cmd3_cmd4,1+Skill_1049,0,1,"It's so noisy, I won't let it go",Beating me is the biggest challenge to me,"Sir, I never save useless people","There are no accidents in my mission, injury is something the loser should worry about"
101,0,{这个世界的真相已经展现，我们的希望已经降临},{这是神的指引，阁下},{背离神者终将被神舍弃},{遵从指引，解救苦难才是我的使命},101,2_3_4,cmd1_cmd2_cmd3_cmd4,0+ChargeOne,0,4,"The truth of this world has been revealed, our hope has come","This is God's guidance, Your Excellency",Those who turn away from God will eventually be abandoned by God,"Following the guidelines, it is my mission to relieve suffering"
102,0,0,0,0,0,0,0,0,0,0,6,,,,
103,0,{只有弱者才成群结队},{可笑，我的剑只听我的召唤},{我为何要相信他人？他们说的一切都是谎言},{母亲，有一颗良善之心也许是值得的},103,1_2_4,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_1049,0,1,Only the weak come in groups,"Funny, my sword only listens to my call",Why should I trust others? Everything they say is a lie,"Mother, it may be worth having a good heart"
104,0,{真正的强者应该是和平的缔造者},{阁下，可不要放松警惕},{我始终相信唯有光明才能拯救苦难},{不要担心，我也曾受伤，苦痛终将被希望治愈},104,1_2_3,cmd1_cmd2_cmd3_cmd4,1+Skill_1044,0,1,The real strong should be the maker of peace,"Sir, don't let your guard down",I always believe that only light can save suffering,"Don't worry, I was hurt too, the pain will be healed by hope"
105,0,{暗夜中的战斗可不能破晓},{夜色才能看尽所有丑陋和肮脏},{我的战斗一旦开始可不会轻易停下},{来了，就别想逃过我的眼睛},105,1_2_3_4,cmd1_cmd2_cmd3_cmd4,0+Self_1027,0,4,The battle in the dark night cannot break the dawn,Only the night can see all the ugliness and filth,"Once my fight starts, it won't stop easily","Come on, don't try to escape my eyes"
106,0,{想探究我的秘密吗？嘘，仔细听哦～},{真神奇，我可以试试吗？},{这里好热闹，走，去看看},{可怕，世界上竟有如此恐怖之物！},106,2_3_4,cmd1_cmd2_cmd3_cmd4,1+Skill_2009,0,1,"Want to explore my secrets? Shhh, listen carefully~","It's amazing, can I try it?","It's so lively here, let's go and have a look","Terrible, there are such terrifying things in the world!"
107,0,{可恶！又失败了！},{快乐有什么不对吗？},{不好玩吗？可是我很开心耶},{就决定是你啦！},107,2_3_4,cmd1_cmd2_cmd3,0+Self_1029,0,4,hateful! Failed again!,Is there anything wrong with being happy?,Isn't it fun? but i'm happy,It's up to you!
108,0,{自由的灵魂才是唯一解},{自然为什么需要标准？},{我并不赞同你的观点},{森林深处是很神奇的！},108,1_2_3_4,cmd1_cmd2_cmd3_cmd4,1+Self_1086,0,1,A free soul is the only solution,Why does nature need standards?,i don't agree with you,The depths of the forest are magical!
109,0,{魔导书的力量，并非用来谋求名利，而是守护那些无辜的生命。},{无论黑暗如何笼罩，我都不会屈服。},{祖母，我会用您教导的力量，去创造一个更美好的世界。},{为和平而战，我义不容辞！},109,2_4,cmd1_cmd2_cmd3_cmd4,0+Skill_1068,1,4,"The power of the magic book is not used to seek fame and fortune, but to protect those innocent lives.","No matter how dark it is, I will not give in.","Grandma, I will use the power of your teachings to create a better world.",It is my duty to fight for peace!
110,0,{只要有信念，这风之力量定能指引我前进。},{我要打破这锁链的束缚，守护我所珍视的一切。},{友情是世界上最宝贵的财富，我们将携手共进，无惧风雨。},{我们的命运掌握在自己手中，勇往直前吧！},110,1_2_4,cmd1_cmd2_cmd3_cmd4,1+Self_1025,0,5,"As long as I have faith, the power of this wind will definitely guide me forward.",I will break the shackles of this chain and protect all that I hold dear.,"Friendship is the most precious wealth in the world, we will go forward hand in hand without fear of wind and rain.","Our destiny is in our own hands, let's go forward!"
111,0,{纯洁的心将我引向天使的羽翼，水的力量在我手中流淌。},{我誓愿用水的柔和之力，守护大自然与生命的美好。},{友谊如澄澈清泉，我们共同怀抱着爱与和平。},{风暴来临，我将用水的温柔抚平世界的波澜。},111,3_4,cmd1_cmd2_cmd3_cmd4,0+Skill_1068,1,4,"A pure heart leads me to angelic wings, and the power of water flows within my hands",I vow to use the gentle force of water to protect the beauty of nature and all living beings.,"Friendship is like a clear spring, as we embrace love and peace together","When storms approach, I will use the tender touch of water to calm the world's waves."
112,0,{冰冷的眼神，犀利的刀锋，我永远掌握生死。},{无论何时，我都是致命的引诱，隐藏的杀机。},{兵器种类繁多，只要我能驾驭，敌人终将败北。},{性感只是我外表的一部分，真正令人畏惧的是我精湛的战技。},112,1_2_3,cmd1_cmd2_cmd3_cmd4,0+Self_1088,0,4,I hold the power over life and death with my icy gaze and sharp blades.,"No matter when, I am a deadly lure, concealing my hidden killing intent.","With a vast array of weapons at my disposal, I ensure the enemy's ultimate defeat",My sensuality is only a part of my appearance; what truly instills fear is my exquisite combat skills
113,0,{血脉即诅咒？那就让荆棘…吞噬月光！},{沉眠之地的低语，是叹息还是指引。},{混血是双倍礼物：精灵的星光，人类的篝火。},{荆棘在我血中生长...可月光却称我为孩子。},113,1_2_3,cmd1_cmd2_cmd3_cmd4,0+Self_1081,0,4,Bloodline as curse? Then let thorns...devour moonlight!,Whispers from Slumbering Grounds—sighs or guidance?,"Hybridity is twofold gifts: elven starlight, mortal campfire.",Thorns grow in my veins...yet moonlight calls me child.
114,0,{我允许黑暗流过身体，但黎明必须留下！},{他们说我在养剑？明明是剑在养活着人性。},{杂碎的血纯度太低——我的剑都挑食了。},{流经我右臂的污血，自动过滤成春日的樱花肥料！},114,1_2,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_1049,0,1,"I let darkness flow through me, but dawn shall stay!",They say I nurture the sword? 'Tis the blade sustaining humanity.,Vermin's blood is too impure—even my sword grows picky.,Filth through my right arm transmutes to sakura fertilizer!
115,0,{星光指引我，魔力听从我。},{想偷看我的魔法书？小心它先把你燃成灰烬。},{月光之下，你连哀嚎的时间都没有。},{闭上眼，也许你还能在梦中看见星光。},115,1_2,cmd1_cmd2_cmd3_cmd4_cmd5_cmd6_cmd7,1+Skill_2009,1,3,"Starlight guides me, magic obeys me.",Trying to peek at my grimoire? Careful—it might burn you to ashes first.,"Under the moonlight, you won’t even have time to scream.",Close your eyes—you might still see starlight in your dreams.
116,0,{我的祭礼，不为光明，只为你存活。},{别怕疼……代价，我替你偿还。},{每一滴血，都是我爱的证明。},{在夜火中哀鸣吧，凡人。},116,1_2,cmd1_cmd2_cmd3_cmd4_cmd5_cmd6_cmd7,0+Self_1003,1,1,My ritual isn’t for light—it’s for your survival.,Don’t fear the pain… I’ll pay the price for you.,Every drop of blood is proof of my love.,"Wail in the nightfire, mortal."
117,0,{不再有哭泣者、猎杀者，这里的只有....妮娅。},{久违了，真正的长眠。},{比起真正的死亡，遗忘更让人感到恐惧。},{你还在等什么？等我亲自下手？},117,1_2,cmd1_cmd2_cmd3_cmd4_cmd5,1+Skill_2009,0,1,"No more weeping, no more hunting—here, there is only… Niya.","Long time no see, true eternal rest.","Compared to true death, being forgotten is far more terrifying.",What are you waiting for? For me to do it myself?
118,0,{曙光骑士团伊莎贝尔，前来支援。},{阿古丽娅在哪……你看到她了吗？},{别误会，我守护的从来就不是什么骑士团的荣耀……只有她，值得我这么做。},{这份无法传达的光，究竟该如何安放……},118,1_2,cmd1_cmd2_cmd3_cmd4_cmd5,0+AddHP,0,2,"Isabelle of the Dawn Knight Order, here for support.",Where is Aguria… Have you seen her?,Don’t misunderstand—I’ve never fought for the glory of the Knight Order…Only she is worth this.,How should I cradle this light that cannot reach her…
119,1,{请多指教},{只是叫一下你啦~},{又要战斗了吗？好困....},{一起睡觉吗？嗯？},1,1_2_3_4,cmd1_cmd2_cmd3_cmd4_cmd5,0+AddHP,1,2,Please advise,just calling you~,Are you going to fight again? sleepy....,Do you sleep together? Um?
120,116,{我的祭礼，不为光明，只为你存活。},{别怕疼……代价，我替你偿还。},{每一滴血，都是我爱的证明。},{在夜火中哀鸣吧，凡人。},116,1_2,cmd1_cmd2_cmd3_cmd4_cmd5_cmd6_cmd7,1+Skill_1047,1,1,My ritual isn’t for light—it’s for your survival.,Don’t fear the pain… I’ll pay the price for you.,Every drop of blood is proof of my love.,"Wail in the nightfire, mortal."
121,115,{星光指引我，魔力听从我。},{想偷看我的魔法书？小心它先把你燃成灰烬。},{月光之下，你连哀嚎的时间都没有。},{闭上眼，也许你还能在梦中看见星光。},115,1_2,cmd1_cmd2_cmd3_cmd4_cmd5_cmd6_cmd7,1+Skill_2009,1,4,"Starlight guides me, magic obeys me.",Trying to peek at my grimoire? Careful—it might burn you to ashes first.,"Under the moonlight, you won’t even have time to scream.",Close your eyes—you might still see starlight in your dreams.
122,90,{来了来了，初次见面，为您点了一杯下午茶，城主大人喜欢吗？},{今日优惠，所有茶饮都打八折哟，来试试吗？},{您想问什么？说不定我知道哟~},{哈哈，干嘛这样称呼我！},90,3_4,cmd1_cmd2_cmd3_cmd4_cmd5,0+Skill_1001,0,4,"Here we are, the first time we meet, I'll bring you a Martini. Do you like it?",Today's discount. All cocktails are 20% off. Would you like to have a try?,What do you want to ask? Maybe I know~,"Ha ha, why call me that!"
